#             R [au]           V(R) [au]
   4.201400466822E-1   -1.104500000000E1
   4.208069356452E-1   -1.104500000000E1
   4.214738246082E-1   -1.104500000000E1
   4.221407135712E-1   -1.104500000000E1
   4.228076025342E-1   -1.104500000000E1
   4.234744914972E-1   -1.104500000000E1
   4.241413804602E-1   -1.104500000000E1
   4.248082694231E-1   -1.104500000000E1
   4.254751583861E-1   -1.104500000000E1
   4.261420473491E-1   -1.104500000000E1
   4.268089363121E-1   -1.104500000000E1
   4.274758252751E-1   -1.104500000000E1
   4.281427142381E-1   -1.104500000000E1
   4.288096032011E-1   -1.104500000000E1
   4.294764921641E-1   -1.104500000000E1
   4.301433811270E-1   -1.104500000000E1
   4.308102700900E-1   -1.104500000000E1
   4.314771590530E-1   -1.104500000000E1
   4.321440480160E-1   -1.104500000000E1
   4.328109369790E-1   -1.104500000000E1
   4.334778259420E-1   -1.104500000000E1
   4.341447149050E-1   -1.104500000000E1
   4.348116038680E-1   -1.104500000000E1
   4.354784928309E-1   -1.104500000000E1
   4.361453817939E-1   -1.104500000000E1
   4.368122707569E-1   -1.104500000000E1
   4.374791597199E-1   -1.104500000000E1
   4.381460486829E-1   -1.104500000000E1
   4.388129376459E-1   -1.104500000000E1
   4.394798266089E-1   -1.104500000000E1
   4.401467155719E-1   -1.104500000000E1
   4.408136045348E-1   -1.104500000000E1
   4.414804934978E-1   -1.104500000000E1
