#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]        psi_2 [a.u.]
    1.006700223341E1  6.955641120936E-39 -2.966041473043E-33  6.730172243450E-22
    1.006766892230E1  6.911337810678E-39 -2.949812238983E-33  6.706047000685E-22
    1.006833561119E1  6.867316686241E-39 -2.933671806122E-33  6.682008238224E-22
    1.006900230008E1  6.823575950268E-39 -2.917619688567E-33  6.658055646065E-22
    1.006966898897E1  6.780113816851E-39 -2.901655403087E-33  6.634188915320E-22
    1.007033567786E1  6.736928511457E-39 -2.885778469090E-33  6.610407738205E-22
    1.007100236675E1  6.694018270857E-39 -2.869988408619E-33  6.586711808043E-22
    1.007166905564E1  6.651381343049E-39 -2.854284746328E-33  6.563100819253E-22
    1.007233574452E1  6.609015987194E-39 -2.838667009475E-33  6.539574467352E-22
    1.007300243341E1  6.566920473539E-39 -2.823134727903E-33  6.516132448946E-22
    1.007366912230E1  6.525093083350E-39 -2.807687434027E-33  6.492774461731E-22
    1.007433581119E1  6.483532108839E-39 -2.792324662822E-33  6.469500204484E-22
    1.007500250008E1  6.442235853095E-39 -2.777045951808E-33  6.446309377065E-22
    1.007566918897E1  6.401202630019E-39 -2.761850841032E-33  6.423201680407E-22
    1.007633587786E1  6.360430764246E-39 -2.746738873062E-33  6.400176816516E-22
    1.007700256675E1  6.319918591087E-39 -2.731709592967E-33  6.377234488466E-22
    1.007766925564E1  6.279664456453E-39 -2.716762548305E-33  6.354374400397E-22
    1.007833594453E1  6.239666716791E-39 -2.701897289109E-33  6.331596257508E-22
    1.007900263342E1  6.199923739019E-39 -2.687113367877E-33  6.308899766055E-22
    1.007966932231E1  6.160433900453E-39 -2.672410339551E-33  6.286284633347E-22
    1.008033601120E1  6.121195588747E-39 -2.657787761513E-33  6.263750567741E-22
    1.008100270009E1  6.082207201824E-39 -2.643245193563E-33  6.241297278642E-22
    1.008166938898E1  6.043467147811E-39 -2.628782197912E-33  6.218924476496E-22
    1.008233607787E1  6.004973844975E-39 -2.614398339167E-33  6.196631872784E-22
    1.008300276676E1  5.966725721657E-39 -2.600093184314E-33  6.174419180026E-22
    1.008366945565E1  5.928721216209E-39 -2.585866302711E-33  6.152286111768E-22
    1.008433614454E1  5.890958776930E-39 -2.571717266072E-33  6.130232382586E-22
    1.008500283343E1  5.853436862002E-39 -2.557645648454E-33  6.108257708077E-22
    1.008566952232E1  5.816153939426E-39 -2.543651026246E-33  6.086361804860E-22
    1.008633621121E1  5.779108486964E-39 -2.529732978151E-33  6.064544390567E-22
    1.008700290010E1  5.742298992071E-39 -2.515891085182E-33  6.042805183844E-22
    1.008766958899E1  5.705723951839E-39 -2.502124930642E-33  6.021143904345E-22
    1.008833627788E1  5.669381872929E-39 -2.488434100114E-33  5.999560272729E-22
    1.008900296677E1  5.633271271516E-39 -2.474818181449E-33  5.978054010656E-22
    1.008966965566E1  5.597390673225E-39 -2.461276764754E-33  5.956624840784E-22
    1.009033634454E1  5.561738613074E-39 -2.447809442377E-33  5.935272486766E-22
    1.009100303343E1  5.526313635410E-39 -2.434415808897E-33  5.913996673245E-22
    1.009166972232E1  5.491114293851E-39 -2.421095461114E-33  5.892797125850E-22
    1.009233641121E1  5.456139151230E-39 -2.407847998030E-33  5.871673571194E-22
    1.009300310010E1  5.421386779532E-39 -2.394673020843E-33  5.850625736871E-22
    1.009366978899E1  5.386855759839E-39 -2.381570132935E-33  5.829653351452E-22
    1.009433647788E1  5.352544682270E-39 -2.368538939856E-33  5.808756144478E-22
    1.009500316677E1  5.318452145923E-39 -2.355579049313E-33  5.787933846463E-22
    1.009566985566E1  5.284576758821E-39 -2.342690071163E-33  5.767186188884E-22
    1.009633654455E1  5.250917137852E-39 -2.329871617396E-33  5.746512904183E-22
    1.009700323344E1  5.217471908712E-39 -2.317123302124E-33  5.725913725759E-22
    1.009766992233E1  5.184239705855E-39 -2.304444741572E-33  5.705388387968E-22
    1.009833661122E1  5.151219172427E-39 -2.291835554064E-33  5.684936626119E-22
    1.009900330011E1  5.118408960221E-39 -2.279295360013E-33  5.664558176467E-22
    1.009966998900E1  5.085807729616E-39 -2.266823781910E-33  5.644252776216E-22
    1.010033667789E1  5.053414149521E-39 -2.254420444309E-33  5.624020163509E-22
    1.010100336678E1  5.021226897327E-39 -2.242084973820E-33  5.603860077429E-22
    1.010167005567E1  4.989244658847E-39 -2.229816999095E-33  5.583772257995E-22
    1.010233674456E1  4.957466128266E-39 -2.217616150821E-33  5.563756446156E-22
    1.010300343345E1  4.925890008084E-39 -2.205482061701E-33  5.543812383791E-22
    1.010367012234E1  4.894515009068E-39 -2.193414366451E-33  5.523939813704E-22
    1.010433681123E1  4.863339850194E-39 -2.181412701786E-33  5.504138479622E-22
    1.010500350012E1  4.832363258601E-39 -2.169476706406E-33  5.484408126188E-22
    1.010567018901E1  4.801583969531E-39 -2.157606020991E-33  5.464748498963E-22
    1.010633687790E1  4.771000726285E-39 -2.145800288184E-33  5.445159344419E-22
    1.010700356679E1  4.740612280167E-39 -2.134059152587E-33  5.425640409936E-22
    1.010767025568E1  4.710417390435E-39 -2.122382260743E-33  5.406191443801E-22
    1.010833694456E1  4.680414824249E-39 -2.110769261131E-33  5.386812195203E-22
    1.010900363345E1  4.650603356622E-39 -2.099219804154E-33  5.367502414228E-22
    1.010967032234E1  4.620981770371E-39 -2.087733542126E-33  5.348261851862E-22
    1.011033701123E1  4.591548856063E-39 -2.076310129265E-33  5.329090259980E-22
    1.011100370012E1  4.562303411969E-39 -2.064949221680E-33  5.309987391348E-22
    1.011167038901E1  4.533244244016E-39 -2.053650477362E-33  5.290952999618E-22
    1.011233707790E1  4.504370165736E-39 -2.042413556174E-33  5.271986839324E-22
    1.011300376679E1  4.475679998215E-39 -2.031238119838E-33  5.253088665882E-22
    1.011367045568E1  4.447172570053E-39 -2.020123831930E-33  5.234258235583E-22
    1.011433714457E1  4.418846717307E-39 -2.009070357865E-33  5.215495305592E-22
    1.011500383346E1  4.390701283450E-39 -1.998077364889E-33  5.196799633946E-22
    1.011567052235E1  4.362735119321E-39 -1.987144522068E-33  5.178170979546E-22
    1.011633721124E1  4.334947083077E-39 -1.976271500280E-33  5.159609102162E-22
    1.011700390013E1  4.307336040150E-39 -1.965457972204E-33  5.141113762420E-22
    1.011767058902E1  4.279900863197E-39 -1.954703612309E-33  5.122684721808E-22
    1.011833727791E1  4.252640432056E-39 -1.944008096845E-33  5.104321742667E-22
    1.011900396680E1  4.225553633700E-39 -1.933371103834E-33  5.086024588190E-22
    1.011967065569E1  4.198639362191E-39 -1.922792313061E-33  5.067793022421E-22
    1.012033734458E1  4.171896518636E-39 -1.912271406060E-33  5.049626810246E-22
    1.012100403347E1  4.145324011139E-39 -1.901808066111E-33  5.031525717396E-22
    1.012167072236E1  4.118920754761E-39 -1.891401978225E-33  5.013489510444E-22
    1.012233741125E1  4.092685671473E-39 -1.881052829137E-33  4.995517956795E-22
    1.012300410014E1  4.066617690113E-39 -1.870760307296E-33  4.977610824691E-22
    1.012367078903E1  4.040715746338E-39 -1.860524102855E-33  4.959767883204E-22
    1.012433747792E1  4.014978782590E-39 -1.850343907665E-33  4.941988902234E-22
    1.012500416681E1  3.989405748042E-39 -1.840219415259E-33  4.924273652506E-22
    1.012567085570E1  3.963995598564E-39 -1.830150320850E-33  4.906621905565E-22
    1.012633754458E1  3.938747296673E-39 -1.820136321319E-33  4.889033433778E-22
    1.012700423347E1  3.913659811497E-39 -1.810177115203E-33  4.871508010325E-22
    1.012767092236E1  3.888732118727E-39 -1.800272402689E-33  4.854045409202E-22
    1.012833761125E1  3.863963200583E-39 -1.790421885608E-33  4.836645405212E-22
    1.012900430014E1  3.839352045762E-39 -1.780625267418E-33  4.819307773967E-22
    1.012967098903E1  3.814897649407E-39 -1.770882253201E-33  4.802032291884E-22
    1.013033767792E1  3.790599013059E-39 -1.761192549655E-33  4.784818736181E-22
    1.013100436681E1  3.766455144619E-39 -1.751555865080E-33  4.767666884873E-22
    1.013167105570E1  3.742465058307E-39 -1.741971909373E-33  4.750576516772E-22
    1.013233774459E1  3.718627774622E-39 -1.732440394018E-33  4.733547411484E-22
    1.013300443348E1  3.694942320302E-39 -1.722961032079E-33  4.716579349403E-22
    1.013367112237E1  3.671407728285E-39 -1.713533538188E-33  4.699672111712E-22
    1.013433781126E1  3.648023037665E-39 -1.704157628541E-33  4.682825480376E-22
    1.013500450015E1  3.624787293662E-39 -1.694833020885E-33  4.666039238144E-22
    1.013567118904E1  3.601699547572E-39 -1.685559434511E-33  4.649313168543E-22
    1.013633787793E1  3.578758856737E-39 -1.676336590248E-33  4.632647055875E-22
    1.013700456682E1  3.555964284502E-39 -1.667164210450E-33  4.616040685217E-22
    1.013767125571E1  3.533314900179E-39 -1.658042018993E-33  4.599493842415E-22
    1.013833794460E1  3.510809779006E-39 -1.648969741261E-33  4.583006314083E-22
    1.013900463349E1  3.488448002112E-39 -1.639947104143E-33  4.566577887600E-22
    1.013967132238E1  3.466228656480E-39 -1.630973836021E-33  4.550208351107E-22
    1.014033801127E1  3.444150834907E-39 -1.622049666763E-33  4.533897493504E-22
    1.014100470016E1  3.422213635968E-39 -1.613174327717E-33  4.517645104450E-22
    1.014167138905E1  3.400416163982E-39 -1.604347551698E-33  4.501450974355E-22
    1.014233807794E1  3.378757528968E-39 -1.595569072986E-33  4.485314894382E-22
    1.014300476683E1  3.357236846620E-39 -1.586838627313E-33  4.469236656443E-22
    1.014367145572E1  3.335853238259E-39 -1.578155951858E-33  4.453216053194E-22
    1.014433814460E1  3.314605830807E-39 -1.569520785237E-33  4.437252878035E-22
    1.014500483349E1  3.293493756743E-39 -1.560932867496E-33  4.421346925109E-22
    1.014567152238E1  3.272516154074E-39 -1.552391940106E-33  4.405497989293E-22
    1.014633821127E1  3.251672166298E-39 -1.543897745949E-33  4.389705866202E-22
    1.014700490016E1  3.230960942367E-39 -1.535450029317E-33  4.373970352182E-22
    1.014767158905E1  3.210381636653E-39 -1.527048535899E-33  4.358291244312E-22
    1.014833827794E1  3.189933408916E-39 -1.518693012776E-33  4.342668340394E-22
    1.014900496683E1  3.169615424267E-39 -1.510383208415E-33  4.327101438958E-22
    1.014967165572E1  3.149426853135E-39 -1.502118872655E-33  4.311590339255E-22
    1.015033834461E1  3.129366871232E-39 -1.493899756709E-33  4.296134841257E-22
    1.015100503350E1  3.109434659521E-39 -1.485725613146E-33  4.280734745651E-22
    1.015167172239E1  3.089629404181E-39 -1.477596195893E-33  4.265389853839E-22
    1.015233841128E1  3.069950296577E-39 -1.469511260221E-33  4.250099967935E-22
    1.015300510017E1  3.050396533221E-39 -1.461470562742E-33  4.234864890765E-22
    1.015367178906E1  3.030967315745E-39 -1.453473861397E-33  4.219684425857E-22
    1.015433847795E1  3.011661850866E-39 -1.445520915456E-33  4.204558377446E-22
    1.015500516684E1  2.992479350353E-39 -1.437611485500E-33  4.189486550469E-22
    1.015567185573E1  2.973419030995E-39 -1.429745333426E-33  4.174468750563E-22
    1.015633854462E1  2.954480114572E-39 -1.421922222430E-33  4.159504784058E-22
    1.015700523351E1  2.935661827819E-39 -1.414141917005E-33  4.144594457982E-22
    1.015767192240E1  2.916963402395E-39 -1.406404182933E-33  4.129737580053E-22
    1.015833861129E1  2.898384074856E-39 -1.398708787277E-33  4.114933958679E-22
    1.015900530018E1  2.879923086619E-39 -1.391055498375E-33  4.100183402954E-22
    1.015967198907E1  2.861579683932E-39 -1.383444085831E-33  4.085485722657E-22
    1.016033867796E1  2.843353117845E-39 -1.375874320512E-33  4.070840728249E-22
    1.016100536685E1  2.825242644179E-39 -1.368345974537E-33  4.056248230869E-22
    1.016167205574E1  2.807247523493E-39 -1.360858821273E-33  4.041708042335E-22
    1.016233874462E1  2.789367021057E-39 -1.353412635327E-33  4.027219975139E-22
    1.016300543351E1  2.771600406821E-39 -1.346007192538E-33  4.012783842444E-22
    1.016367212240E1  2.753946955385E-39 -1.338642269972E-33  3.998399458083E-22
    1.016433881129E1  2.736405945969E-39 -1.331317645917E-33  3.984066636558E-22
    1.016500550018E1  2.718976662383E-39 -1.324033099872E-33  3.969785193034E-22
    1.016567218907E1  2.701658393001E-39 -1.316788412541E-33  3.955554943341E-22
    1.016633887796E1  2.684450430727E-39 -1.309583365832E-33  3.941375703965E-22
    1.016700556685E1  2.667352072971E-39 -1.302417742843E-33  3.927247292054E-22
    1.016767225574E1  2.650362621618E-39 -1.295291327861E-33  3.913169525410E-22
    1.016833894463E1  2.633481382997E-39 -1.288203906351E-33  3.899142222487E-22
    1.016900563352E1  2.616707667858E-39 -1.281155264954E-33  3.885165202392E-22
    1.016967232241E1  2.600040791340E-39 -1.274145191476E-33  3.871238284878E-22
    1.017033901130E1  2.583480072945E-39 -1.267173474888E-33  3.857361290345E-22
    1.017100570019E1  2.567024836508E-39 -1.260239905312E-33  3.843534039839E-22
    1.017167238908E1  2.550674410171E-39 -1.253344274020E-33  3.829756355044E-22
    1.017233907797E1  2.534428126356E-39 -1.246486373426E-33  3.816028058285E-22
    1.017300576686E1  2.518285321738E-39 -1.239665997079E-33  3.802348972524E-22
    1.017367245575E1  2.502245337215E-39 -1.232882939659E-33  3.788718921357E-22
    1.017433914464E1  2.486307517884E-39 -1.226136996968E-33  3.775137729013E-22
    1.017500583353E1  2.470471213013E-39 -1.219427965926E-33  3.761605220351E-22
    1.017567252242E1  2.454735776016E-39 -1.212755644565E-33  3.748121220857E-22
    1.017633921131E1  2.439100564423E-39 -1.206119832021E-33  3.734685556643E-22
    1.017700590020E1  2.423564939859E-39 -1.199520328529E-33  3.721298054444E-22
    1.017767258909E1  2.408128268013E-39 -1.192956935418E-33  3.707958541618E-22
    1.017833927798E1  2.392789918615E-39 -1.186429455103E-33  3.694666846139E-22
    1.017900596687E1  2.377549265410E-39 -1.179937691081E-33  3.681422796600E-22
    1.017967265576E1  2.362405686129E-39 -1.173481447924E-33  3.668226222207E-22
    1.018033934464E1  2.347358562471E-39 -1.167060531273E-33  3.655076952779E-22
    1.018100603353E1  2.332407280070E-39 -1.160674747832E-33  3.641974818744E-22
    1.018167272242E1  2.317551228474E-39 -1.154323905363E-33  3.628919651139E-22
    1.018233941131E1  2.302789801119E-39 -1.148007812682E-33  3.615911281607E-22
    1.018300610020E1  2.288122395304E-39 -1.141726279647E-33  3.602949542393E-22
    1.018367278909E1  2.273548412169E-39 -1.135479117160E-33  3.590034266344E-22
    1.018433947798E1  2.259067256667E-39 -1.129266137156E-33  3.577165286907E-22
    1.018500616687E1  2.244678337540E-39 -1.123087152600E-33  3.564342438124E-22
    1.018567285576E1  2.230381067297E-39 -1.116941977479E-33  3.551565554635E-22
    1.018633954465E1  2.216174862189E-39 -1.110830426798E-33  3.538834471670E-22
    1.018700623354E1  2.202059142186E-39 -1.104752316575E-33  3.526149025050E-22
    1.018767292243E1  2.188033330951E-39 -1.098707463836E-33  3.513509051187E-22
    1.018833961132E1  2.174096855817E-39 -1.092695686605E-33  3.500914387076E-22
    1.018900630021E1  2.160249147769E-39 -1.086716803904E-33  3.488364870298E-22
    1.018967298910E1  2.146489641410E-39 -1.080770635744E-33  3.475860339016E-22
    1.019033967799E1  2.132817774950E-39 -1.074857003122E-33  3.463400631974E-22
    1.019100636688E1  2.119232990174E-39 -1.068975728014E-33  3.450985588493E-22
    1.019167305577E1  2.105734732423E-39 -1.063126633370E-33  3.438615048469E-22
    1.019233974466E1  2.092322450572E-39 -1.057309543108E-33  3.426288852375E-22
    1.019300643355E1  2.078995597004E-39 -1.051524282112E-33  3.414006841253E-22
    1.019367312244E1  2.065753627592E-39 -1.045770676220E-33  3.401768856716E-22
    1.019433981133E1  2.052596001676E-39 -1.040048552227E-33  3.389574740945E-22
    1.019500650022E1  2.039522182035E-39 -1.034357737873E-33  3.377424336685E-22
    1.019567318911E1  2.026531634875E-39 -1.028698061843E-33  3.365317487247E-22
    1.019633987800E1  2.013623829799E-39 -1.023069353757E-33  3.353254036503E-22
    1.019700656689E1  2.000798239789E-39 -1.017471444169E-33  3.341233828883E-22
    1.019767325578E1  1.988054341183E-39 -1.011904164558E-33  3.329256709377E-22
    1.019833994466E1  1.975391613657E-39 -1.006367347328E-33  3.317322523529E-22
    1.019900663355E1  1.962809540197E-39 -1.000860825798E-33  3.305431117438E-22
    1.019967332244E1  1.950307607086E-39 -9.953844342000E-34  3.293582337753E-22
    1.020034001133E1  1.937885303877E-39 -9.899380076719E-34  3.281776031675E-22
    1.020100670022E1  1.925542123375E-39 -9.845213822547E-34  3.270012046951E-22
    1.020167338911E1  1.913277561616E-39 -9.791343948863E-34  3.258290231873E-22
    1.020234007800E1  1.901091117843E-39 -9.737768833966E-34  3.246610435280E-22
    1.020300676689E1  1.888982294492E-39 -9.684486865030E-34  3.234972506549E-22
    1.020367345578E1  1.876950597168E-39 -9.631496438055E-34  3.223376295600E-22
    1.020434014467E1  1.864995534622E-39 -9.578795957815E-34  3.211821652889E-22
    1.020500683356E1  1.853116618737E-39 -9.526383837815E-34  3.200308429410E-22
    1.020567352245E1  1.841313364504E-39 -9.474258500238E-34  3.188836476689E-22
    1.020634021134E1  1.829585290003E-39 -9.422418375904E-34  3.177405646785E-22
    1.020700690023E1  1.817931916383E-39 -9.370861904215E-34  3.166015792288E-22
    1.020767358912E1  1.806352767844E-39 -9.319587533115E-34  3.154666766316E-22
    1.020834027801E1  1.794847371617E-39 -9.268593719039E-34  3.143358422513E-22
    1.020900696690E1  1.783415257943E-39 -9.217878926869E-34  3.132090615049E-22
    1.020967365579E1  1.772055960055E-39 -9.167441629886E-34  3.120863198615E-22
    1.021034034468E1  1.760769014161E-39 -9.117280309724E-34  3.109676028424E-22
    1.021100703357E1  1.749553959420E-39 -9.067393456327E-34  3.098528960208E-22
    1.021167372246E1  1.738410337929E-39 -9.017779567899E-34  3.087421850215E-22
    1.021234041135E1  1.727337694701E-39 -8.968437150863E-34  3.076354555209E-22
    1.021300710024E1  1.716335577645E-39 -8.919364719815E-34  3.065326932469E-22
    1.021367378913E1  1.705403537553E-39 -8.870560797476E-34  3.054338839784E-22
    1.021434047802E1  1.694541128074E-39 -8.822023914653E-34  3.043390135452E-22
    1.021500716691E1  1.683747905705E-39 -8.773752610191E-34  3.032480678281E-22
    1.021567385580E1  1.673023429762E-39 -8.725745430929E-34  3.021610327583E-22
    1.021634054468E1  1.662367262374E-39 -8.678000931659E-34  3.010778943176E-22
    1.021700723357E1  1.651778968454E-39 -8.630517675078E-34  2.999986385379E-22
    1.021767392246E1  1.641258115690E-39 -8.583294231752E-34  2.989232515015E-22
    1.021834061135E1  1.630804274520E-39 -8.536329180063E-34  2.978517193401E-22
    1.021900730024E1  1.620417018120E-39 -8.489621106176E-34  2.967840282354E-22
    1.021967398913E1  1.610095922386E-39 -8.443168603989E-34  2.957201644187E-22
    1.022034067802E1  1.599840565913E-39 -8.396970275096E-34  2.946601141705E-22
    1.022100736691E1  1.589650529980E-39 -8.351024728742E-34  2.936038638205E-22
    1.022167405580E1  1.579525398536E-39 -8.305330581780E-34  2.925513997475E-22
    1.022234074469E1  1.569464758175E-39 -8.259886458635E-34  2.915027083790E-22
    1.022300743358E1  1.559468198130E-39 -8.214690991254E-34  2.904577761913E-22
    1.022367412247E1  1.549535310245E-39 -8.169742819072E-34  2.894165897090E-22
    1.022434081136E1  1.539665688968E-39 -8.125040588970E-34  2.883791355051E-22
    1.022500750025E1  1.529858931326E-39 -8.080582955231E-34  2.873454002007E-22
    1.022567418914E1  1.520114636917E-39 -8.036368579500E-34  2.863153704650E-22
    1.022634087803E1  1.510432407887E-39 -7.992396130749E-34  2.852890330148E-22
    1.022700756692E1  1.500811848915E-39 -7.948664285229E-34  2.842663746146E-22
    1.022767425581E1  1.491252567200E-39 -7.905171726436E-34  2.832473820763E-22
    1.022834094470E1  1.481754172442E-39 -7.861917145069E-34  2.822320422591E-22
    1.022900763359E1  1.472316276828E-39 -7.818899238993E-34  2.812203420694E-22
    1.022967432248E1  1.462938495014E-39 -7.776116713194E-34  2.802122684603E-22
    1.023034101137E1  1.453620444110E-39 -7.733568279747E-34  2.792078084320E-22
    1.023100770026E1  1.444361743666E-39 -7.691252657774E-34  2.782069490310E-22
    1.023167438915E1  1.435162015655E-39 -7.649168573404E-34  2.772096773503E-22
    1.023234107804E1  1.426020884458E-39 -7.607314759737E-34  2.762159805294E-22
    1.023300776693E1  1.416937976846E-39 -7.565689956805E-34  2.752258457535E-22
    1.023367445582E1  1.407912921972E-39 -7.524292911534E-34  2.742392602541E-22
    1.023434114470E1  1.398945351346E-39 -7.483122377708E-34  2.732562113082E-22
    1.023500783359E1  1.390034898829E-39 -7.442177115927E-34  2.722766862387E-22
    1.023567452248E1  1.381181200611E-39 -7.401455893575E-34  2.713006724136E-22
    1.023634121137E1  1.372383895203E-39 -7.360957484779E-34  2.703281572464E-22
    1.023700790026E1  1.363642623414E-39 -7.320680670374E-34  2.693591281958E-22
    1.023767458915E1  1.354957028344E-39 -7.280624237867E-34  2.683935727652E-22
    1.023834127804E1  1.346326755366E-39 -7.240786981399E-34  2.674314785029E-22
    1.023900796693E1  1.337751452110E-39 -7.201167701706E-34  2.664728330019E-22
    1.023967465582E1  1.329230768452E-39 -7.161765206091E-34  2.655176238997E-22
    1.024034134471E1  1.320764356497E-39 -7.122578308380E-34  2.645658388780E-22
    1.024100803360E1  1.312351870567E-39 -7.083605828889E-34  2.636174656627E-22
    1.024167472249E1  1.303992967185E-39 -7.044846594391E-34  2.626724920236E-22
    1.024234141138E1  1.295687305062E-39 -7.006299438077E-34  2.617309057746E-22
    1.024300810027E1  1.287434545082E-39 -6.967963199522E-34  2.607926947731E-22
    1.024367478916E1  1.279234350291E-39 -6.929836724651E-34  2.598578469200E-22
    1.024434147805E1  1.271086385879E-39 -6.891918865706E-34  2.589263501597E-22
    1.024500816694E1  1.262990319170E-39 -6.854208481205E-34  2.579981924796E-22
    1.024567485583E1  1.254945819607E-39 -6.816704435915E-34  2.570733619104E-22
    1.024634154472E1  1.246952558736E-39 -6.779405600814E-34  2.561518465257E-22
    1.024700823361E1  1.239010210198E-39 -6.742310853055E-34  2.552336344415E-22
    1.024767492250E1  1.231118449711E-39 -6.705419075940E-34  2.543187138169E-22
    1.024834161139E1  1.223276955061E-39 -6.668729158876E-34  2.534070728531E-22
    1.024900830028E1  1.215485406082E-39 -6.632239997351E-34  2.524986997938E-22
    1.024967498917E1  1.207743484651E-39 -6.595950492893E-34  2.515935829245E-22
    1.025034167806E1  1.200050874670E-39 -6.559859553042E-34  2.506917105732E-22
    1.025100836695E1  1.192407262053E-39 -6.523966091318E-34  2.497930711093E-22
    1.025167505584E1  1.184812334718E-39 -6.488269027181E-34  2.488976529441E-22
    1.025234174472E1  1.177265782567E-39 -6.452767286008E-34  2.480054445305E-22
    1.025300843361E1  1.169767297479E-39 -6.417459799052E-34  2.471164343625E-22
    1.025367512250E1  1.162316573296E-39 -6.382345503418E-34  2.462306109758E-22
    1.025434181139E1  1.154913305808E-39 -6.347423342023E-34  2.453479629467E-22
    1.025500850028E1  1.147557192746E-39 -6.312692263570E-34  2.444684788928E-22
    1.025567518917E1  1.140247933762E-39 -6.278151222514E-34  2.435921474724E-22
    1.025634187806E1  1.132985230425E-39 -6.243799179031E-34  2.427189573844E-22
    1.025700856695E1  1.125768786202E-39 -6.209635098987E-34  2.418488973683E-22
    1.025767525584E1  1.118598306451E-39 -6.175657953905E-34  2.409819562039E-22
    1.025834194473E1  1.111473498405E-39 -6.141866720937E-34  2.401181227112E-22
    1.025900863362E1  1.104394071162E-39 -6.108260382831E-34  2.392573857504E-22
    1.025967532251E1  1.097359735673E-39 -6.074837927902E-34  2.383997342214E-22
    1.026034201140E1  1.090370204732E-39 -6.041598349998E-34  2.375451570643E-22
    1.026100870029E1  1.083425192958E-39 -6.008540648476E-34  2.366936432583E-22
    1.026167538918E1  1.076524416792E-39 -5.975663828166E-34  2.358451818225E-22
    1.026234207807E1  1.069667594480E-39 -5.942966899343E-34  2.349997618153E-22
    1.026300876696E1  1.062854446060E-39 -5.910448877698E-34  2.341573723343E-22
    1.026367545585E1  1.056084693356E-39 -5.878108784308E-34  2.333180025161E-22
    1.026434214474E1  1.049358059964E-39 -5.845945645607E-34  2.324816415362E-22
    1.026500883363E1  1.042674271238E-39 -5.813958493355E-34  2.316482786091E-22
    1.026567552252E1  1.036033054285E-39 -5.782146364610E-34  2.308179029879E-22
    1.026634221141E1  1.029434137945E-39 -5.750508301700E-34  2.299905039641E-22
    1.026700890030E1  1.022877252791E-39 -5.719043352190E-34  2.291660708678E-22
    1.026767558919E1  1.016362131108E-39 -5.687750568861E-34  2.283445930670E-22
    1.026834227808E1  1.009888506888E-39 -5.656629009673E-34  2.275260599682E-22
    1.026900896697E1  1.003456115816E-39 -5.625677737743E-34  2.267104610157E-22
    1.026967565586E1  9.970646952612E-40 -5.594895821313E-34  2.258977856916E-22
    1.027034234474E1  9.907139842665E-40 -5.564282333724E-34  2.250880235157E-22
    1.027100903363E1  9.844037235358E-40 -5.533836353386E-34  2.242811640455E-22
    1.027167572252E1  9.781336554249E-40 -5.503556963753E-34  2.234771968758E-22
    1.027234241141E1  9.719035239306E-40 -5.473443253295E-34  2.226761116387E-22
    1.027300910030E1  9.657130746803E-40 -5.443494315467E-34  2.218778980036E-22
    1.027367578919E1  9.595620549218E-40 -5.413709248686E-34  2.210825456768E-22
    1.027434247808E1  9.534502135125E-40 -5.384087156302E-34  2.202900444016E-22
    1.027500916697E1  9.473773009095E-40 -5.354627146571E-34  2.195003839579E-22
    1.027567585586E1  9.413430691594E-40 -5.325328332628E-34  2.187135541624E-22
    1.027634254475E1  9.353472718882E-40 -5.296189832462E-34  2.179295448682E-22
    1.027700923364E1  9.293896642909E-40 -5.267210768885E-34  2.171483459649E-22
    1.027767592253E1  9.234700031221E-40 -5.238390269513E-34  2.163699473782E-22
    1.027834261142E1  9.175880466854E-40 -5.209727466733E-34  2.155943390700E-22
    1.027900930031E1  9.117435548240E-40 -5.181221497678E-34  2.148215110382E-22
    1.027967598920E1  9.059362889109E-40 -5.152871504205E-34  2.140514533164E-22
    1.028034267809E1  9.001660118388E-40 -5.124676632864E-34  2.132841559741E-22
    1.028100936698E1  8.944324880107E-40 -5.096636034878E-34  2.125196091164E-22
    1.028167605587E1  8.887354833303E-40 -5.068748866111E-34  2.117578028837E-22
    1.028234274476E1  8.830747651921E-40 -5.041014287048E-34  2.109987274519E-22
    1.028300943365E1  8.774501024725E-40 -5.013431462766E-34  2.102423730320E-22
    1.028367612254E1  8.718612655199E-40 -4.985999562912E-34  2.094887298702E-22
    1.028434281143E1  8.663080261452E-40 -4.958717761674E-34  2.087377882476E-22
    1.028500950032E1  8.607901576132E-40 -4.931585237762E-34  2.079895384802E-22
    1.028567618921E1  8.553074346323E-40 -4.904601174378E-34  2.072439709187E-22
    1.028634287810E1  8.498596333464E-40 -4.877764759192E-34  2.065010759482E-22
    1.028700956699E1  8.444465313250E-40 -4.851075184320E-34  2.057608439886E-22
    1.028767625588E1  8.390679075542E-40 -4.824531646300E-34  2.050232654938E-22
    1.028834294476E1  8.337235424281E-40 -4.798133346064E-34  2.042883309522E-22
    1.028900963365E1  8.284132177395E-40 -4.771879488918E-34  2.035560308862E-22
    1.028967632254E1  8.231367166708E-40 -4.745769284514E-34  2.028263558521E-22
    1.029034301143E1  8.178938237858E-40 -4.719801946831E-34  2.020992964401E-22
    1.029100970032E1  8.126843250202E-40 -4.693976694147E-34  2.013748432741E-22
    1.029167638921E1  8.075080076732E-40 -4.668292749019E-34  2.006529870117E-22
    1.029234307810E1  8.023646603990E-40 -4.642749338257E-34  1.999337183440E-22
    1.029300976699E1  7.972540731976E-40 -4.617345692901E-34  1.992170279953E-22
