#             R [au]        psi_0 [a.u.]        psi_1 [a.u.]        psi_2 [a.u.]
    1.784259475316E1  7.955271226384E-68 -2.476140530515E-53  1.349190267513E-20
    1.784326144205E1  7.906985573283E-68 -2.464315697917E-53  1.346755135684E-20
    1.784392813094E1  7.858992996972E-68 -2.452547334971E-53  1.344324399061E-20
    1.784459481983E1  7.811291718579E-68 -2.440835172007E-53  1.341898049710E-20
    1.784526150872E1  7.763879970027E-68 -2.429178940640E-53  1.339476079713E-20
    1.784592819761E1  7.716755993972E-68 -2.417578373767E-53  1.337058481165E-20
    1.784659488650E1  7.669918043736E-68 -2.406033205563E-53  1.334645246176E-20
    1.784726157539E1  7.623364383244E-68 -2.394543171469E-53  1.332236366870E-20
    1.784792826428E1  7.577093286956E-68 -2.383108008192E-53  1.329831835386E-20
    1.784859495317E1  7.531103039808E-68 -2.371727453695E-53  1.327431643875E-20
    1.784926164205E1  7.485391937143E-68 -2.360401247193E-53  1.325035784504E-20
    1.784992833094E1  7.439958284654E-68 -2.349129129146E-53  1.322644249454E-20
    1.785059501983E1  7.394800398315E-68 -2.337910841253E-53  1.320257030920E-20
    1.785126170872E1  7.349916604322E-68 -2.326746126448E-53  1.317874121111E-20
    1.785192839761E1  7.305305239032E-68 -2.315634728891E-53  1.315495512250E-20
    1.785259508650E1  7.260964648899E-68 -2.304576393966E-53  1.313121196573E-20
    1.785326177539E1  7.216893190412E-68 -2.293570868270E-53  1.310751166332E-20
    1.785392846428E1  7.173089230037E-68 -2.282617899612E-53  1.308385413791E-20
    1.785459515317E1  7.129551144156E-68 -2.271717237004E-53  1.306023931230E-20
    1.785526184206E1  7.086277319002E-68 -2.260868630659E-53  1.303666710942E-20
    1.785592853095E1  7.043266150607E-68 -2.250071831981E-53  1.301313745234E-20
    1.785659521984E1  7.000516044737E-68 -2.239326593561E-53  1.298965026425E-20
    1.785726190873E1  6.958025416833E-68 -2.228632669172E-53  1.296620546851E-20
    1.785792859762E1  6.915792691957E-68 -2.217989813764E-53  1.294280298861E-20
    1.785859528651E1  6.873816304728E-68 -2.207397783455E-53  1.291944274816E-20
    1.785926197540E1  6.832094699266E-68 -2.196856335529E-53  1.289612467092E-20
    1.785992866429E1  6.790626329135E-68 -2.186365228429E-53  1.287284868079E-20
    1.786059535318E1  6.749409657288E-68 -2.175924221752E-53  1.284961470181E-20
    1.786126204207E1  6.708443156003E-68 -2.165533076242E-53  1.282642265815E-20
    1.786192873096E1  6.667725306833E-68 -2.155191553787E-53  1.280327247411E-20
    1.786259541985E1  6.627254600548E-68 -2.144899417410E-53  1.278016407415E-20
    1.786326210874E1  6.587029537078E-68 -2.134656431267E-53  1.275709738285E-20
    1.786392879763E1  6.547048625456E-68 -2.124462360641E-53  1.273407232491E-20
    1.786459548652E1  6.507310383769E-68 -2.114316971934E-53  1.271108882521E-20
    1.786526217541E1  6.467813339093E-68 -2.104220032666E-53  1.268814680872E-20
    1.786592886430E1  6.428556027449E-68 -2.094171311465E-53  1.266524620057E-20
    1.786659555319E1  6.389536993742E-68 -2.084170578064E-53  1.264238692603E-20
    1.786726224207E1  6.350754791708E-68 -2.074217603298E-53  1.261956891048E-20
    1.786792893096E1  6.312207983863E-68 -2.064312159094E-53  1.259679207946E-20
    1.786859561985E1  6.273895141447E-68 -2.054454018469E-53  1.257405635863E-20
    1.786926230874E1  6.235814844372E-68 -2.044642955524E-53  1.255136167380E-20
    1.786992899763E1  6.197965681170E-68 -2.034878745439E-53  1.252870795088E-20
    1.787059568652E1  6.160346248940E-68 -2.025161164466E-53  1.250609511595E-20
    1.787126237541E1  6.122955153296E-68 -2.015489989929E-53  1.248352309521E-20
    1.787192906430E1  6.085791008315E-68 -2.005865000211E-53  1.246099181499E-20
    1.787259575319E1  6.048852436487E-68 -1.996285974757E-53  1.243850120175E-20
    1.787326244208E1  6.012138068662E-68 -1.986752694064E-53  1.241605118210E-20
    1.787392913097E1  5.975646544001E-68 -1.977264939676E-53  1.239364168276E-20
    1.787459581986E1  5.939376509924E-68 -1.967822494183E-53  1.237127263060E-20
    1.787526250875E1  5.903326622062E-68 -1.958425141209E-53  1.234894395261E-20
    1.787592919764E1  5.867495544206E-68 -1.949072665417E-53  1.232665557593E-20
    1.787659588653E1  5.831881948254E-68 -1.939764852492E-53  1.230440742780E-20
    1.787726257542E1  5.796484514170E-68 -1.930501489149E-53  1.228219943562E-20
    1.787792926431E1  5.761301929926E-68 -1.921282363115E-53  1.226003152690E-20
    1.787859595320E1  5.726332891460E-68 -1.912107263137E-53  1.223790362931E-20
    1.787926264209E1  5.691576102624E-68 -1.902975978965E-53  1.221581567062E-20
    1.787992933098E1  5.657030275138E-68 -1.893888301358E-53  1.219376757875E-20
    1.788059601987E1  5.622694128542E-68 -1.884844022071E-53  1.217175928173E-20
    1.788126270876E1  5.588566390145E-68 -1.875842933856E-53  1.214979070774E-20
    1.788192939765E1  5.554645794984E-68 -1.866884830451E-53  1.212786178508E-20
    1.788259608654E1  5.520931085772E-68 -1.857969506583E-53  1.210597244219E-20
    1.788326277543E1  5.487421012854E-68 -1.849096757956E-53  1.208412260762E-20
    1.788392946432E1  5.454114334160E-68 -1.840266381253E-53  1.206231221007E-20
    1.788459615321E1  5.421009815160E-68 -1.831478174126E-53  1.204054117834E-20
    1.788526284209E1  5.388106228815E-68 -1.822731935192E-53  1.201880944140E-20
    1.788592953098E1  5.355402355534E-68 -1.814027464033E-53  1.199711692831E-20
    1.788659621987E1  5.322896983130E-68 -1.805364561184E-53  1.197546356828E-20
    1.788726290876E1  5.290588906772E-68 -1.796743028137E-53  1.195384929064E-20
    1.788792959765E1  5.258476928944E-68 -1.788162667329E-53  1.193227402484E-20
    1.788859628654E1  5.226559859397E-68 -1.779623282141E-53  1.191073770048E-20
    1.788926297543E1  5.194836515105E-68 -1.771124676894E-53  1.188924024726E-20
    1.788992966432E1  5.163305720225E-68 -1.762666656841E-53  1.186778159503E-20
    1.789059635321E1  5.131966306050E-68 -1.754249028169E-53  1.184636167375E-20
    1.789126304210E1  5.100817110967E-68 -1.745871597987E-53  1.182498041352E-20
    1.789192973099E1  5.069856980413E-68 -1.737534174326E-53  1.180363774455E-20
    1.789259641988E1  5.039084766833E-68 -1.729236566135E-53  1.178233359718E-20
    1.789326310877E1  5.008499329638E-68 -1.720978583274E-53  1.176106790190E-20
    1.789392979766E1  4.978099535160E-68 -1.712760036513E-53  1.173984058929E-20
    1.789459648655E1  4.947884256614E-68 -1.704580737522E-53  1.171865159008E-20
    1.789526317544E1  4.917852374054E-68 -1.696440498874E-53  1.169750083512E-20
    1.789592986433E1  4.888002774330E-68 -1.688339134035E-53  1.167638825537E-20
    1.789659655322E1  4.858334351050E-68 -1.680276457364E-53  1.165531378192E-20
    1.789726324211E1  4.828846004538E-68 -1.672252284103E-53  1.163427734601E-20
    1.789792993100E1  4.799536641790E-68 -1.664266430379E-53  1.161327887898E-20
    1.789859661989E1  4.770405176438E-68 -1.656318713197E-53  1.159231831229E-20
    1.789926330878E1  4.741450528709E-68 -1.648408950435E-53  1.157139557754E-20
    1.789992999767E1  4.712671625381E-68 -1.640536960841E-53  1.155051060643E-20
    1.790059668656E1  4.684067399749E-68 -1.632702564029E-53  1.152966333082E-20
    1.790126337545E1  4.655636791579E-68 -1.624905580473E-53  1.150885368266E-20
    1.790193006434E1  4.627378747077E-68 -1.617145831506E-53  1.148808159404E-20
    1.790259675323E1  4.599292218840E-68 -1.609423139313E-53  1.146734699716E-20
    1.790326344211E1  4.571376165827E-68 -1.601737326930E-53  1.144664982435E-20
    1.790393013100E1  4.543629553312E-68 -1.594088218237E-53  1.142599000807E-20
    1.790459681989E1  4.516051352853E-68 -1.586475637953E-53  1.140536748089E-20
    1.790526350878E1  4.488640542246E-68 -1.578899411637E-53  1.138478217550E-20
    1.790593019767E1  4.461396105495E-68 -1.571359365681E-53  1.136423402472E-20
    1.790659688656E1  4.434317032769E-68 -1.563855327304E-53  1.134372296149E-20
    1.790726357545E1  4.407402320367E-68 -1.556387124551E-53  1.132324891887E-20
    1.790793026434E1  4.380650970681E-68 -1.548954586289E-53  1.130281183004E-20
    1.790859695323E1  4.354061992156E-68 -1.541557542201E-53  1.128241162830E-20
    1.790926364212E1  4.327634399256E-68 -1.534195822785E-53  1.126204824706E-20
    1.790993033101E1  4.301367212428E-68 -1.526869259347E-53  1.124172161988E-20
    1.791059701990E1  4.275259458064E-68 -1.519577683999E-53  1.122143168041E-20
    1.791126370879E1  4.249310168465E-68 -1.512320929655E-53  1.120117836243E-20
    1.791193039768E1  4.223518381806E-68 -1.505098830026E-53  1.118096159985E-20
    1.791259708657E1  4.197883142100E-68 -1.497911219618E-53  1.116078132668E-20
    1.791326377546E1  4.172403499162E-68 -1.490757933728E-53  1.114063747706E-20
    1.791393046435E1  4.147078508575E-68 -1.483638808439E-53  1.112052998525E-20
    1.791459715324E1  4.121907231653E-68 -1.476553680615E-53  1.110045878562E-20
    1.791526384213E1  4.096888735410E-68 -1.469502387901E-53  1.108042381267E-20
    1.791593053102E1  4.072022092520E-68 -1.462484768717E-53  1.106042500102E-20
    1.791659721991E1  4.047306381288E-68 -1.455500662255E-53  1.104046228539E-20
    1.791726390880E1  4.022740685611E-68 -1.448549908475E-53  1.102053560064E-20
    1.791793059769E1  3.998324094948E-68 -1.441632348099E-53  1.100064488172E-20
    1.791859728658E1  3.974055704285E-68 -1.434747822612E-53  1.098079006373E-20
    1.791926397547E1  3.949934614100E-68 -1.427896174256E-53  1.096097108186E-20
    1.791993066436E1  3.925959930331E-68 -1.421077246025E-53  1.094118787144E-20
    1.792059735325E1  3.902130764342E-68 -1.414290881664E-53  1.092144036789E-20
    1.792126404213E1  3.878446232894E-68 -1.407536925664E-53  1.090172850676E-20
    1.792193073102E1  3.854905458105E-68 -1.400815223257E-53  1.088205222374E-20
    1.792259741991E1  3.831507567422E-68 -1.394125620417E-53  1.086241145459E-20
    1.792326410880E1  3.808251693591E-68 -1.387467963851E-53  1.084280613522E-20
    1.792393079769E1  3.785136974619E-68 -1.380842101000E-53  1.082323620165E-20
    1.792459748658E1  3.762162553746E-68 -1.374247880032E-53  1.080370159000E-20
    1.792526417547E1  3.739327579412E-68 -1.367685149840E-53  1.078420223652E-20
    1.792593086436E1  3.716631205226E-68 -1.361153760041E-53  1.076473807758E-20
    1.792659755325E1  3.694072589934E-68 -1.354653560967E-53  1.074530904964E-20
    1.792726424214E1  3.671650897389E-68 -1.348184403666E-53  1.072591508930E-20
    1.792793093103E1  3.649365296517E-68 -1.341746139899E-53  1.070655613326E-20
    1.792859761992E1  3.627214961292E-68 -1.335338622133E-53  1.068723211835E-20
    1.792926430881E1  3.605199070697E-68 -1.328961703539E-53  1.066794298149E-20
    1.792993099770E1  3.583316808702E-68 -1.322615237991E-53  1.064868865974E-20
    1.793059768659E1  3.561567364229E-68 -1.316299080060E-53  1.062946909025E-20
    1.793126437548E1  3.539949931122E-68 -1.310013085012E-53  1.061028421030E-20
    1.793193106437E1  3.518463708118E-68 -1.303757108802E-53  1.059113395727E-20
    1.793259775326E1  3.497107898820E-68 -1.297531008076E-53  1.057201826867E-20
    1.793326444215E1  3.475881711661E-68 -1.291334640162E-53  1.055293708212E-20
    1.793393113104E1  3.454784359882E-68 -1.285167863072E-53  1.053389033533E-20
    1.793459781993E1  3.433815061498E-68 -1.279030535494E-53  1.051487796614E-20
    1.793526450882E1  3.412973039269E-68 -1.272922516791E-53  1.049589991251E-20
    1.793593119771E1  3.392257520675E-68 -1.266843666998E-53  1.047695611249E-20
    1.793659788660E1  3.371667737882E-68 -1.260793846818E-53  1.045804650427E-20
    1.793726457549E1  3.351202927721E-68 -1.254772917621E-53  1.043917102612E-20
    1.793793126438E1  3.330862331650E-68 -1.248780741437E-53  1.042032961645E-20
    1.793859795327E1  3.310645195734E-68 -1.242817180955E-53  1.040152221376E-20
    1.793926464215E1  3.290550770615E-68 -1.236882099522E-53  1.038274875667E-20
    1.793993133104E1  3.270578311480E-68 -1.230975361133E-53  1.036400918392E-20
    1.794059801993E1  3.250727078039E-68 -1.225096830438E-53  1.034530343434E-20
    1.794126470882E1  3.230996334497E-68 -1.219246372729E-53  1.032663144689E-20
    1.794193139771E1  3.211385349520E-68 -1.213423853945E-53  1.030799316062E-20
    1.794259808660E1  3.191893396219E-68 -1.207629140661E-53  1.028938851471E-20
    1.794326477549E1  3.172519752111E-68 -1.201862100092E-53  1.027081744844E-20
    1.794393146438E1  3.153263699104E-68 -1.196122600087E-53  1.025227990120E-20
    1.794459815327E1  3.134124523459E-68 -1.190410509126E-53  1.023377581249E-20
    1.794526484216E1  3.115101515774E-68 -1.184725696317E-53  1.021530512192E-20
    1.794593153105E1  3.096193970949E-68 -1.179068031391E-53  1.019686776920E-20
    1.794659821994E1  3.077401188166E-68 -1.173437384704E-53  1.017846369418E-20
    1.794726490883E1  3.058722470861E-68 -1.167833627229E-53  1.016009283677E-20
    1.794793159772E1  3.040157126696E-68 -1.162256630558E-53  1.014175513703E-20
    1.794859828661E1  3.021704467536E-68 -1.156706266894E-53  1.012345053511E-20
    1.794926497550E1  3.003363809424E-68 -1.151182409049E-53  1.010517897126E-20
    1.794993166439E1  2.985134472552E-68 -1.145684930445E-53  1.008694038586E-20
    1.795059835328E1  2.967015781240E-68 -1.140213705108E-53  1.006873471939E-20
    1.795126504217E1  2.949007063910E-68 -1.134768607665E-53  1.005056191242E-20
    1.795193173106E1  2.931107653057E-68 -1.129349513342E-53  1.003242190565E-20
    1.795259841995E1  2.913316885231E-68 -1.123956297960E-53  1.001431463987E-20
    1.795326510884E1  2.895634101007E-68 -1.118588837934E-53  9.996240055989E-21
    1.795393179773E1  2.878058644962E-68 -1.113247010269E-53  9.978198095019E-21
    1.795459848662E1  2.860589865652E-68 -1.107930692557E-53  9.960188698078E-21
    1.795526517551E1  2.843227115588E-68 -1.102639762976E-53  9.942211806388E-21
    1.795593186440E1  2.825969751210E-68 -1.097374100283E-53  9.924267361280E-21
    1.795659855329E1  2.808817132864E-68 -1.092133583817E-53  9.906355304190E-21
    1.795726524217E1  2.791768624779E-68 -1.086918093491E-53  9.888475576659E-21
    1.795793193106E1  2.774823595042E-68 -1.081727509792E-53  9.870628120335E-21
    1.795859861995E1  2.757981415576E-68 -1.076561713778E-53  9.852812876970E-21
    1.795926530884E1  2.741241462117E-68 -1.071420587077E-53  9.835029788422E-21
    1.795993199773E1  2.724603114190E-68 -1.066304011878E-53  9.817278796653E-21
    1.796059868662E1  2.708065755084E-68 -1.061211870936E-53  9.799559843731E-21
    1.796126537551E1  2.691628771834E-68 -1.056144047564E-53  9.781872871828E-21
    1.796193206440E1  2.675291555193E-68 -1.051100425635E-53  9.764217823219E-21
    1.796259875329E1  2.659053499614E-68 -1.046080889573E-53  9.746594640286E-21
    1.796326544218E1  2.642914003225E-68 -1.041085324355E-53  9.729003265513E-21
    1.796393213107E1  2.626872467805E-68 -1.036113615510E-53  9.711443641487E-21
    1.796459881996E1  2.610928298767E-68 -1.031165649110E-53  9.693915710902E-21
    1.796526550885E1  2.595080905131E-68 -1.026241311773E-53  9.676419416553E-21
    1.796593219774E1  2.579329699505E-68 -1.021340490659E-53  9.658954701337E-21
    1.796659888663E1  2.563674098062E-68 -1.016463073464E-53  9.641521508257E-21
    1.796726557552E1  2.548113520518E-68 -1.011608948424E-53  9.624119780418E-21
    1.796793226441E1  2.532647390112E-68 -1.006778004306E-53  9.606749461026E-21
    1.796859895330E1  2.517275133584E-68 -1.001970130409E-53  9.589410493391E-21
    1.796926564219E1  2.501996181152E-68 -9.971852165615E-54  9.572102820926E-21
    1.796993233108E1  2.486809966494E-68 -9.924231531173E-54  9.554826387144E-21
    1.797059901997E1  2.471715926724E-68 -9.876838309539E-54  9.537581135662E-21
    1.797126570886E1  2.456713502373E-68 -9.829671414701E-54  9.520367010197E-21
    1.797193239775E1  2.441802137369E-68 -9.782729765830E-54  9.503183954570E-21
    1.797259908664E1  2.426981279014E-68 -9.736012287262E-54  9.486031912701E-21
    1.797326577553E1  2.412250377963E-68 -9.689517908468E-54  9.468910828613E-21
    1.797393246442E1  2.397608888209E-68 -9.643245564033E-54  9.451820646428E-21
    1.797459915331E1  2.383056267057E-68 -9.597194193627E-54  9.434761310371E-21
    1.797526584219E1  2.368591975105E-68 -9.551362741986E-54  9.417732764766E-21
    1.797593253108E1  2.354215476227E-68 -9.505750158886E-54  9.400734954038E-21
    1.797659921997E1  2.339926237550E-68 -9.460355399115E-54  9.383767822714E-21
    1.797726590886E1  2.325723729436E-68 -9.415177422457E-54  9.366831315418E-21
    1.797793259775E1  2.311607425461E-68 -9.370215193660E-54  9.349925376877E-21
    1.797859928664E1  2.297576802396E-68 -9.325467682417E-54  9.333049951916E-21
    1.797926597553E1  2.283631340189E-68 -9.280933863341E-54  9.316204985459E-21
    1.797993266442E1  2.269770521944E-68 -9.236612715943E-54  9.299390422532E-21
    1.798059935331E1  2.255993833901E-68 -9.192503224605E-54  9.282606208257E-21
    1.798126604220E1  2.242300765421E-68 -9.148604378562E-54  9.265852287857E-21
    1.798193273109E1  2.228690808963E-68 -9.104915171874E-54  9.249128606655E-21
    1.798259941998E1  2.215163460065E-68 -9.061434603405E-54  9.232435110069E-21
    1.798326610887E1  2.201718217330E-68 -9.018161676801E-54  9.215771743620E-21
    1.798393279776E1  2.188354582402E-68 -8.975095400465E-54  9.199138452923E-21
    1.798459948665E1  2.175072059951E-68 -8.932234787535E-54  9.182535183695E-21
    1.798526617554E1  2.161870157653E-68 -8.889578855864E-54  9.165961881748E-21
    1.798593286443E1  2.148748386172E-68 -8.847126627992E-54  9.149418492993E-21
    1.798659955332E1  2.135706259143E-68 -8.804877131131E-54  9.132904963439E-21
    1.798726624221E1  2.122743293152E-68 -8.762829397134E-54  9.116421239193E-21
    1.798793293110E1  2.109859007720E-68 -8.720982462481E-54  9.099967266457E-21
    1.798859961999E1  2.097052925283E-68 -8.679335368252E-54  9.083542991532E-21
    1.798926630888E1  2.084324571178E-68 -8.637887160105E-54  9.067148360816E-21
    1.798993299777E1  2.071673473622E-68 -8.596636888259E-54  9.050783320802E-21
    1.799059968666E1  2.059099163693E-68 -8.555583607465E-54  9.034447818081E-21
    1.799126637555E1  2.046601175319E-68 -8.514726376989E-54  9.018141799341E-21
    1.799193306444E1  2.034179045256E-68 -8.474064260591E-54  9.001865211365E-21
    1.799259975333E1  2.021832313069E-68 -8.433596326502E-54  8.985618001032E-21
    1.799326644221E1  2.009560521121E-68 -8.393321647400E-54  8.969400115317E-21
    1.799393313110E1  1.997363214552E-68 -8.353239300393E-54  8.953211501293E-21
    1.799459981999E1  1.985239941261E-68 -8.313348366998E-54  8.937052106124E-21
    1.799526650888E1  1.973190251892E-68 -8.273647933116E-54  8.920921877073E-21
    1.799593319777E1  1.961213699818E-68 -8.234137089014E-54  8.904820761497E-21
    1.799659988666E1  1.949309841122E-68 -8.194814929304E-54  8.888748706848E-21
    1.799726657555E1  1.937478234579E-68 -8.155680552920E-54  8.872705660674E-21
    1.799793326444E1  1.925718441646E-68 -8.116733063101E-54  8.856691570615E-21
    1.799859995333E1  1.914030026440E-68 -8.077971567367E-54  8.840706384409E-21
    1.799926664222E1  1.902412555722E-68 -8.039395177502E-54  8.824750049884E-21
    1.799993333111E1  1.890865598885E-68 -8.001003009530E-54  8.808822514967E-21
    1.800060002000E1  1.879388727936E-68 -7.962794183696E-54  8.792923727676E-21
    1.800126670889E1  1.867981517476E-68 -7.924767824448E-54  8.777053636122E-21
    1.800193339778E1  1.856643544693E-68 -7.886923060414E-54  8.761212188513E-21
    1.800260008667E1  1.845374389339E-68 -7.849259024384E-54  8.745399333148E-21
    1.800326677556E1  1.834173633715E-68 -7.811774853288E-54  8.729615018420E-21
    1.800393346445E1  1.823040862660E-68 -7.774469688181E-54  8.713859192814E-21
    1.800460015334E1  1.811975663531E-68 -7.737342674215E-54  8.698131804910E-21
    1.800526684223E1  1.800977626192E-68 -7.700392960628E-54  8.682432803381E-21
    1.800593353112E1  1.790046342993E-68 -7.663619700720E-54  8.666762136989E-21
    1.800660022001E1  1.779181408762E-68 -7.627022051833E-54  8.651119754593E-21
    1.800726690890E1  1.768382420784E-68 -7.590599175336E-54  8.635505605141E-21
    1.800793359779E1  1.757648978787E-68 -7.554350236600E-54  8.619919637675E-21
    1.800860028668E1  1.746980684932E-68 -7.518274404982E-54  8.604361801329E-21
    1.800926697557E1  1.736377143793E-68 -7.482370853809E-54  8.588832045327E-21
    1.800993366446E1  1.725837962343E-68 -7.446638760352E-54  8.573330318987E-21
    1.801060035335E1  1.715362749942E-68 -7.411077305812E-54  8.557856571717E-21
    1.801126704223E1  1.704951118321E-68 -7.375685675303E-54  8.542410753016E-21
    1.801193373112E1  1.694602681567E-68 -7.340463057825E-54  8.526992812476E-21
    1.801260042001E1  1.684317056109E-68 -7.305408646256E-54  8.511602699778E-21
    1.801326710890E1  1.674093860707E-68 -7.270521637326E-54  8.496240364695E-21
    1.801393379779E1  1.663932716431E-68 -7.235801231602E-54  8.480905757090E-21
    1.801460048668E1  1.653833246652E-68 -7.201246633468E-54  8.465598826917E-21
    1.801526717557E1  1.643795077030E-68 -7.166857051107E-54  8.450319524220E-21
    1.801593386446E1  1.633817835494E-68 -7.132631696485E-54  8.435067799133E-21
    1.801660055335E1  1.623901152231E-68 -7.098569785330E-54  8.419843601882E-21
    1.801726724224E1  1.614044659676E-68 -7.064670537116E-54  8.404646882779E-21
    1.801793393113E1  1.604247992491E-68 -7.030933175043E-54  8.389477592228E-21
    1.801860062002E1  1.594510787558E-68 -6.997356926023E-54  8.374335680724E-21
    1.801926730891E1  1.584832683963E-68 -6.963941020657E-54  8.359221098848E-21
    1.801993399780E1  1.575213322981E-68 -6.930684693224E-54  8.344133797273E-21
    1.802060068669E1  1.565652348065E-68 -6.897587181655E-54  8.329073726759E-21
    1.802126737558E1  1.556149404834E-68 -6.864647727525E-54  8.314040838157E-21
    1.802193406447E1  1.546704141054E-68 -6.831865576027E-54  8.299035082404E-21
    1.802260075336E1  1.537316206634E-68 -6.799239975962E-54  8.284056410529E-21
    1.802326744225E1  1.527985253603E-68 -6.766770179715E-54  8.269104773645E-21
    1.802393413114E1  1.518710936106E-68 -6.734455443245E-54  8.254180122958E-21
    1.802460082003E1  1.509492910384E-68 -6.702295026059E-54  8.239282409759E-21
    1.802526750892E1  1.500330834766E-68 -6.670288191206E-54  8.224411585427E-21
    1.802593419781E1  1.491224369656E-68 -6.638434205251E-54  8.209567601431E-21
    1.802660088670E1  1.482173177518E-68 -6.606732338262E-54  8.194750409324E-21
    1.802726757559E1  1.473176922863E-68 -6.575181863792E-54  8.179959960750E-21
    1.802793426448E1  1.464235272242E-68 -6.543782058866E-54  8.165196207439E-21
    1.802860095337E1  1.455347894228E-68 -6.512532203958E-54  8.150459101206E-21
    1.802926764225E1  1.446514459404E-68 -6.481431582981E-54  8.135748593957E-21
    1.802993433114E1  1.437734640355E-68 -6.450479483266E-54  8.121064637682E-21
    1.803060102003E1  1.429008111653E-68 -6.419675195549E-54  8.106407184457E-21
    1.803126770892E1  1.420334549843E-68 -6.389018013950E-54  8.091776186448E-21
    1.803193439781E1  1.411713633437E-68 -6.358507235963E-54  8.077171595904E-21
    1.803260108670E1  1.403145042894E-68 -6.328142162435E-54  8.062593365162E-21
    1.803326777559E1  1.394628460616E-68 -6.297922097554E-54  8.048041446643E-21
    1.803393446448E1  1.386163570931E-68 -6.267846348828E-54  8.033515792857E-21
    1.803460115337E1  1.377750060084E-68 -6.237914227075E-54  8.019016356397E-21
    1.803526784226E1  1.369387616223E-68 -6.208125046401E-54  8.004543089942E-21
    1.803593453115E1  1.361075929389E-68 -6.178478124190E-54  7.990095946259E-21
    1.803660122004E1  1.352814691507E-68 -6.148972781085E-54  7.975674878196E-21
    1.803726790893E1  1.344603596368E-68 -6.119608340973E-54  7.961279838690E-21
    1.803793459782E1  1.336442339624E-68 -6.090384130970E-54  7.946910780761E-21
    1.803860128671E1  1.328330618774E-68 -6.061299481406E-54  7.932567657513E-21
    1.803926797560E1  1.320268133152E-68 -6.032353725808E-54  7.918250422136E-21
    1.803993466449E1  1.312254583919E-68 -6.003546200886E-54  7.903959027906E-21
    1.804060135338E1  1.304289674048E-68 -5.974876246517E-54  7.889693428179E-21
    1.804126804227E1  1.296373108316E-68 -5.946343205733E-54  7.875453576400E-21
    1.804193473116E1  1.288504593290E-68 -5.917946424701E-54  7.861239426094E-21
    1.804260142005E1  1.280683837320E-68 -5.889685252710E-54  7.847050930872E-21
    1.804326810894E1  1.272910550526E-68 -5.861559042158E-54  7.832888044429E-21
    1.804393479783E1  1.265184444786E-68 -5.833567148535E-54  7.818750720543E-21
    1.804460148672E1  1.257505233730E-68 -5.805708930409E-54  7.804638913076E-21
    1.804526817561E1  1.249872632721E-68 -5.777983749411E-54  7.790552575971E-21
    1.804593486450E1  1.242286358855E-68 -5.750390970220E-54  7.776491663256E-21
    1.804660155339E1  1.234746130942E-68 -5.722929960551E-54  7.762456129043E-21
    1.804726824227E1  1.227251669499E-68 -5.695600091136E-54  7.748445927525E-21
    1.804793493116E1  1.219802696741E-68 -5.668400735714E-54  7.734461012979E-21
    1.804860162005E1  1.212398936567E-68 -5.641331271012E-54  7.720501339762E-21
    1.804926830894E1  1.205040114553E-68 -5.614391076738E-54  7.706566862317E-21
    1.804993499783E1  1.197725957941E-68 -5.587579535558E-54  7.692657535166E-21
    1.805060168672E1  1.190456195627E-68 -5.560896033087E-54  7.678773312916E-21
    1.805126837561E1  1.183230558154E-68 -5.534339957876E-54  7.664914150254E-21
    1.805193506450E1  1.176048777700E-68 -5.507910701395E-54  7.651080001948E-21
    1.805260175339E1  1.168910588068E-68 -5.481607658018E-54  7.637270822851E-21
    1.805326844228E1  1.161815724678E-68 -5.455430225014E-54  7.623486567893E-21
    1.805393513117E1  1.154763924555E-68 -5.429377802528E-54  7.609727192090E-21
    1.805460182006E1  1.147754926320E-68 -5.403449793573E-54  7.595992650535E-21
    1.805526850895E1  1.140788470182E-68 -5.377645604009E-54  7.582282898405E-21
    1.805593519784E1  1.133864297924E-68 -5.351964642535E-54  7.568597890957E-21
    1.805660188673E1  1.126982152898E-68 -5.326406320675E-54  7.554937583528E-21
    1.805726857562E1  1.120141780016E-68 -5.300970052762E-54  7.541301931537E-21
    1.805793526451E1  1.113342925733E-68 -5.275655255925E-54  7.527690890482E-21
    1.805860195340E1  1.106585338048E-68 -5.250461350078E-54  7.514104415942E-21
    1.805926864229E1  1.099868766487E-68 -5.225387757904E-54  7.500542463577E-21
    1.805993533118E1  1.093192962097E-68 -5.200433904845E-54  7.487004989126E-21
    1.806060202007E1  1.086557677435E-68 -5.175599219084E-54  7.473491948407E-21
    1.806126870896E1  1.079962666562E-68 -5.150883131538E-54  7.460003297321E-21
    1.806193539785E1  1.073407685029E-68 -5.126285075839E-54  7.446538991844E-21
    1.806260208674E1  1.066892489873E-68 -5.101804488324E-54  7.433098988036E-21
    1.806326877563E1  1.060416839605E-68 -5.077440808023E-54  7.419683242033E-21
    1.806393546452E1  1.053980494202E-68 -5.053193476644E-54  7.406291710053E-21
    1.806460215341E1  1.047583215096E-68 -5.029061938562E-54  7.392924348389E-21
    1.806526884229E1  1.041224765171E-68 -5.005045640804E-54  7.379581113417E-21
    1.806593553118E1  1.034904908745E-68 -4.981144033039E-54  7.366261961590E-21
    1.806660222007E1  1.028623411572E-68 -4.957356567563E-54  7.352966849440E-21
    1.806726890896E1  1.022380040822E-68 -4.933682699289E-54  7.339695733576E-21
    1.806793559785E1  1.016174565084E-68 -4.910121885733E-54  7.326448570687E-21
    1.806860228674E1  1.010006754348E-68 -4.886673586999E-54  7.313225317540E-21
