#             R [au]          psi [a.u.]
    6.928464232116E0  2.034202761161E-11
    6.933466733367E0  1.993407313789E-11
    6.938469234617E0  1.953430009306E-11
    6.943471735868E0  1.914254440055E-11
    6.948474237119E0  1.875864527428E-11
    6.953476738369E0  1.838244515271E-11
    6.958479239620E0  1.801378963413E-11
    6.963481740870E0  1.765252741336E-11
    6.968484242121E0  1.729851021958E-11
    6.973486743372E0  1.695159275552E-11
    6.978489244622E0  1.661163263781E-11
    6.983491745873E0  1.627849033853E-11
    6.988494247124E0  1.595202912798E-11
    6.993496748374E0  1.563211501854E-11
    6.998499249625E0  1.531861670965E-11
    7.003501750875E0  1.501140553398E-11
    7.008504252126E0  1.471035540460E-11
    7.013506753377E0  1.441534276318E-11
    7.018509254627E0  1.412624652938E-11
    7.023511755878E0  1.384294805104E-11
    7.028514257129E0  1.356533105559E-11
    7.033516758379E0  1.329328160225E-11
    7.038519259630E0  1.302668803529E-11
    7.043521760880E0  1.276544093823E-11
    7.048524262131E0  1.250943308890E-11
    7.053526763382E0  1.225855941545E-11
    7.058529264632E0  1.201271695321E-11
    7.063531765883E0  1.177180480246E-11
    7.068534267134E0  1.153572408697E-11
    7.073536768384E0  1.130437791349E-11
    7.078539269635E0  1.107767133189E-11
    7.083541770885E0  1.085551129630E-11
    7.088544272136E0  1.063780662681E-11
    7.093546773387E0  1.042446797214E-11
    7.098549274637E0  1.021540777290E-11
    7.103551775888E0  1.001054022570E-11
    7.108554277139E0  9.809781247906E-12
    7.113556778389E0  9.613048443156E-12
    7.118559279640E0  9.420261067512E-12
    7.123561780890E0  9.231339996343E-12
    7.128564282141E0  9.046207691841E-12
    7.133566783392E0  8.864788171202E-12
    7.138569284642E0  8.687006975438E-12
    7.143571785893E0  8.512791138818E-12
    7.148574287144E0  8.342069158922E-12
    7.153576788394E0  8.174770967292E-12
    7.158579289645E0  8.010827900679E-12
    7.163581790895E0  7.850172672856E-12
    7.168584292146E0  7.692739347008E-12
    7.173586793397E0  7.538463308664E-12
    7.178589294647E0  7.387281239182E-12
    7.183591795898E0  7.239131089761E-12
    7.188594297149E0  7.093952055973E-12
    7.193596798399E0  6.951684552808E-12
    7.198599299650E0  6.812270190219E-12
    7.203601800900E0  6.675651749158E-12
    7.208604302151E0  6.541773158091E-12
    7.213606803402E0  6.410579469985E-12
    7.218609304652E0  6.282016839755E-12
    7.223611805903E0  6.156032502170E-12
    7.228614307154E0  6.032574750190E-12
    7.233616808404E0  5.911592913747E-12
    7.238619309655E0  5.793037338952E-12
    7.243621810905E0  5.676859367709E-12
    7.248624312156E0  5.563011317752E-12
    7.253626813407E0  5.451446463069E-12
    7.258629314657E0  5.342119014727E-12
    7.263631815908E0  5.234984102080E-12
    7.268634317159E0  5.129997754352E-12
    7.273636818409E0  5.027116882591E-12
    7.278639319660E0  4.926299261981E-12
    7.283641820910E0  4.827503514516E-12
    7.288644322161E0  4.730689092018E-12
    7.293646823412E0  4.635816259489E-12
    7.298649324662E0  4.542846078811E-12
    7.303651825913E0  4.451740392756E-12
    7.308654327164E0  4.362461809335E-12
    7.313656828414E0  4.274973686442E-12
    7.318659329665E0  4.189240116823E-12
    7.323661830915E0  4.105225913333E-12
    7.328664332166E0  4.022896594498E-12
    7.333666833417E0  3.942218370361E-12
    7.338669334667E0  3.863158128614E-12
    7.343671835918E0  3.785683421011E-12
    7.348674337169E0  3.709762450044E-12
    7.353676838419E0  3.635364055899E-12
    7.358679339670E0  3.562457703665E-12
    7.363681840920E0  3.491013470798E-12
    7.368684342171E0  3.421002034847E-12
    7.373686843422E0  3.352394661414E-12
    7.378689344672E0  3.285163192363E-12
    7.383691845923E0  3.219280034261E-12
    7.388694347174E0  3.154718147058E-12
    7.393696848424E0  3.091451032982E-12
    7.398699349675E0  3.029452725671E-12
    7.403701850925E0  2.968697779509E-12
    7.408704352176E0  2.909161259187E-12
    7.413706853427E0  2.850818729468E-12
    7.418709354677E0  2.793646245158E-12
    7.423711855928E0  2.737620341277E-12
    7.428714357179E0  2.682718023430E-12
    7.433716858429E0  2.628916758369E-12
    7.438719359680E0  2.576194464746E-12
    7.443721860930E0  2.524529504048E-12
    7.448724362181E0  2.473900671717E-12
    7.453726863432E0  2.424287188448E-12
    7.458729364682E0  2.375668691658E-12
    7.463731865933E0  2.328025227135E-12
    7.468734367184E0  2.281337240840E-12
    7.473736868434E0  2.235585570886E-12
    7.478739369685E0  2.190751439675E-12
    7.483741870935E0  2.146816446188E-12
    7.488744372186E0  2.103762558433E-12
    7.493746873437E0  2.061572106048E-12
    7.498749374687E0  2.020227773043E-12
    7.503751875938E0  1.979712590698E-12
    7.508754377189E0  1.940009930595E-12
    7.513756878439E0  1.901103497797E-12
    7.518759379690E0  1.862977324156E-12
    7.523761880940E0  1.825615761761E-12
    7.528764382191E0  1.789003476520E-12
    7.533766883442E0  1.753125441857E-12
    7.538769384692E0  1.717966932555E-12
    7.543771885943E0  1.683513518705E-12
    7.548774387194E0  1.649751059788E-12
    7.553776888444E0  1.616665698868E-12
    7.558779389695E0  1.584243856908E-12
    7.563781890945E0  1.552472227195E-12
    7.568784392196E0  1.521337769878E-12
    7.573786893447E0  1.490827706618E-12
    7.578789394697E0  1.460929515342E-12
    7.583791895948E0  1.431630925105E-12
    7.588794397199E0  1.402919911052E-12
    7.593796898449E0  1.374784689485E-12
    7.598799399700E0  1.347213713022E-12
    7.603801900950E0  1.320195665864E-12
    7.608804402201E0  1.293719459148E-12
    7.613806903452E0  1.267774226392E-12
    7.618809404702E0  1.242349319043E-12
    7.623811905953E0  1.217434302098E-12
    7.628814407204E0  1.193018949829E-12
    7.633816908454E0  1.169093241580E-12
    7.638819409705E0  1.145647357659E-12
    7.643821910955E0  1.122671675304E-12
    7.648824412206E0  1.100156764735E-12
    7.653826913457E0  1.078093385285E-12
    7.658829414707E0  1.056472481607E-12
    7.663831915958E0  1.035285179954E-12
    7.668834417209E0  1.014522784542E-12
    7.673836918459E0  9.941767739797E-13
    7.678839419710E0  9.742387977680E-13
    7.683841920960E0  9.547006728764E-13
    7.688844422211E0  9.355543803826E-13
    7.693846923462E0  9.167920621823E-13
    7.698849424712E0  8.984060177632E-13
    7.703851925963E0  8.803887010450E-13
    7.708854427214E0  8.627327172825E-13
    7.713856928464E0  8.454308200300E-13
    7.718859429715E0  8.284759081677E-13
    7.723861930965E0  8.118610229870E-13
    7.728864432216E0  7.955793453345E-13
    7.733866933467E0  7.796241928134E-13
    7.738869434717E0  7.639890170407E-13
    7.743871935968E0  7.486674009595E-13
    7.748874437219E0  7.336530562056E-13
    7.753876938469E0  7.189398205265E-13
    7.758879439720E0  7.045216552520E-13
    7.763881940970E0  6.903926428162E-13
    7.768884442221E0  6.765469843282E-13
    7.773886943472E0  6.629789971928E-13
    7.778889444722E0  6.496831127779E-13
    7.783891945973E0  6.366538741287E-13
    7.788894447224E0  6.238859337284E-13
    7.793896948474E0  6.113740513037E-13
    7.798899449725E0  5.991130916732E-13
    7.803901950975E0  5.870980226407E-13
    7.808904452226E0  5.753239129293E-13
    7.813906953477E0  5.637859301578E-13
    7.818909454727E0  5.524793388572E-13
    7.823911955978E0  5.413994985271E-13
    7.828914457229E0  5.305418617313E-13
    7.833916958479E0  5.199019722314E-13
    7.838919459730E0  5.094754631577E-13
    7.843921960980E0  4.992580552171E-13
    7.848924462231E0  4.892455549365E-13
    7.853926963482E0  4.794338529421E-13
    7.858929464732E0  4.698189222726E-13
    7.863931965983E0  4.603968167264E-13
    7.868934467234E0  4.511636692419E-13
    7.873936968484E0  4.421156903106E-13
    7.878939469735E0  4.332491664218E-13
    7.883941970985E0  4.245604585381E-13
    7.888944472236E0  4.160460006023E-13
    7.893946973487E0  4.077022980737E-13
    7.898949474737E0  3.995259264935E-13
    7.903951975988E0  3.915135300799E-13
    7.908954477239E0  3.836618203502E-13
    7.913956978489E0  3.759675747716E-13
    7.918959479740E0  3.684276354386E-13
    7.923961980990E0  3.610389077763E-13
    7.928964482241E0  3.537983592711E-13
    7.933966983492E0  3.467030182256E-13
    7.938969484742E0  3.397499725391E-13
    7.943971985993E0  3.329363685125E-13
    7.948974487244E0  3.262594096766E-13
    7.953976988494E0  3.197163556452E-13
    7.958979489745E0  3.133045209894E-13
    7.963981990995E0  3.070212741364E-13
    7.968984492246E0  3.008640362885E-13
    7.973986993497E0  2.948302803656E-13
    7.978989494747E0  2.889175299672E-13
    7.983991995998E0  2.831233583567E-13
    7.988994497249E0  2.774453874649E-13
    7.993996998499E0  2.718812869145E-13
    7.998999499750E0  2.664287730631E-13
    8.004002001001E0  2.610856080662E-13
    8.009004502251E0  2.558495989589E-13
    8.014007003502E0  2.507185967555E-13
    8.019009504752E0  2.456904955679E-13
    8.024012006003E0  2.407632317409E-13
    8.029014507254E0  2.359347830055E-13
    8.034017008504E0  2.312031676488E-13
    8.039019509755E0  2.265664437006E-13
    8.044022011006E0  2.220227081365E-13
    8.049024512256E0  2.175700960970E-13
    8.054027013507E0  2.132067801215E-13
    8.059029514757E0  2.089309693990E-13
    8.064032016008E0  2.047409090327E-13
    8.069034517259E0  2.006348793198E-13
    8.074037018509E0  1.966111950457E-13
    8.079039519760E0  1.926682047925E-13
    8.084042021011E0  1.888042902610E-13
    8.089044522261E0  1.850178656065E-13
    8.094047023512E0  1.813073767883E-13
    8.099049524762E0  1.776713009313E-13
    8.104052026013E0  1.741081457016E-13
    8.109054527264E0  1.706164486935E-13
    8.114057028514E0  1.671947768295E-13
    8.119059529765E0  1.638417257722E-13
    8.124062031016E0  1.605559193478E-13
    8.129064532266E0  1.573360089813E-13
    8.134067033517E0  1.541806731433E-13
    8.139069534767E0  1.510886168069E-13
    8.144072036018E0  1.480585709171E-13
    8.149074537269E0  1.450892918692E-13
    8.154077038519E0  1.421795609988E-13
    8.159079539770E0  1.393281840816E-13
    8.164082041021E0  1.365339908430E-13
    8.169084542271E0  1.337958344781E-13
    8.174087043522E0  1.311125911808E-13
    8.179089544772E0  1.284831596829E-13
    8.184092046023E0  1.259064608016E-13
    8.189094547274E0  1.233814369969E-13
    8.194097048524E0  1.209070519376E-13
    8.199099549775E0  1.184822900759E-13
    8.204102051026E0  1.161061562304E-13
    8.209104552276E0  1.137776751780E-13
    8.214107053527E0  1.114958912534E-13
    8.219109554777E0  1.092598679568E-13
    8.224112056028E0  1.070686875700E-13
    8.229114557279E0  1.049214507790E-13
    8.234117058529E0  1.028172763058E-13
    8.239119559780E0  1.007553005457E-13
    8.244122061031E0  9.873467721389E-14
    8.249124562281E0  9.675457699722E-14
    8.254127063532E0  9.481418721441E-14
    8.259129564782E0  9.291271148224E-14
    8.264132066033E0  9.104936938878E-14
    8.269134567284E0  8.922339617307E-14
    8.274137068534E0  8.743404241126E-14
    8.279139569785E0  8.568057370900E-14
    8.284142071036E0  8.396227040005E-14
    8.289144572286E0  8.227842725089E-14
    8.294147073537E0  8.062835317132E-14
    8.299149574787E0  7.901137093074E-14
    8.304152076038E0  7.742681688029E-14
    8.309154577289E0  7.587404068042E-14
    8.314157078539E0  7.435240503396E-14
    8.319159579790E0  7.286128542460E-14
    8.324162081041E0  7.140006986056E-14
    8.329164582291E0  6.996815862339E-14
    8.334167083542E0  6.856496402187E-14
    8.339169584792E0  6.718991015076E-14
    8.344172086043E0  6.584243265449E-14
    8.349174587294E0  6.452197849549E-14
    8.354177088544E0  6.322800572722E-14
    8.359179589795E0  6.195998327177E-14
    8.364182091046E0  6.071739070183E-14
    8.369184592296E0  5.949971802718E-14
    8.374187093547E0  5.830646548530E-14
    8.379189594797E0  5.713714333630E-14
    8.384192096048E0  5.599127166191E-14
    8.389194597299E0  5.486838016849E-14
    8.394197098549E0  5.376800799404E-14
    8.399199599800E0  5.268970351903E-14
    8.404202101051E0  5.163302418105E-14
    8.409204602301E0  5.059753629318E-14
    8.414207103552E0  4.958281486598E-14
    8.419209604802E0  4.858844343307E-14
    8.424212106053E0  4.761401388021E-14
    8.429214607304E0  4.665912627779E-14
    8.434217108554E0  4.572338871669E-14
    8.439219609805E0  4.480641714744E-14
    8.444222111056E0  4.390783522258E-14
    8.449224612306E0  4.302727414221E-14
    8.454227113557E0  4.216437250263E-14
    8.459229614807E0  4.131877614799E-14
    8.464232116058E0  4.049013802498E-14
    8.469234617309E0  3.967811804033E-14
    8.474237118559E0  3.888238292126E-14
    8.479239619810E0  3.810260607873E-14
    8.484242121061E0  3.733846747331E-14
    8.489244622311E0  3.658965348394E-14
    8.494247123562E0  3.585585677912E-14
    8.499249624812E0  3.513677619082E-14
    8.504252126063E0  3.443211659085E-14
    8.509254627314E0  3.374158876977E-14
    8.514257128564E0  3.306490931814E-14
    8.519259629815E0  3.240180051025E-14
    8.524262131066E0  3.175199019010E-14
    8.529264632316E0  3.111521165971E-14
    8.534267133567E0  3.049120356967E-14
    8.539269634817E0  2.987970981187E-14
    8.544272136068E0  2.928047941439E-14
    8.549274637319E0  2.869326643847E-14
    8.554277138569E0  2.811782987763E-14
    8.559279639820E0  2.755393355869E-14
    8.564282141071E0  2.700134604487E-14
    8.569284642321E0  2.645984054080E-14
    8.574287143572E0  2.592919479945E-14
    8.579289644822E0  2.540919103087E-14
    8.584292146073E0  2.489961581287E-14
    8.589294647324E0  2.440026000337E-14
    8.594297148574E0  2.391091865459E-14
    8.599299649825E0  2.343139092893E-14
    8.604302151076E0  2.296148001653E-14
    8.609304652326E0  2.250099305451E-14
    8.614307153577E0  2.204974104783E-14
    8.619309654827E0  2.160753879166E-14
    8.624312156078E0  2.117420479543E-14
    8.629314657329E0  2.074956120833E-14
    8.634317158579E0  2.033343374630E-14
    8.639319659830E0  1.992565162047E-14
    8.644322161081E0  1.952604746716E-14
    8.649324662331E0  1.913445727908E-14
    8.654327163582E0  1.875072033809E-14
    8.659329664832E0  1.837467914920E-14
    8.664332166083E0  1.800617937595E-14
    8.669334667334E0  1.764506977708E-14
    8.674337168584E0  1.729120214441E-14
    8.679339669835E0  1.694443124204E-14
    8.684342171086E0  1.660461474676E-14
    8.689344672336E0  1.627161318960E-14
    8.694347173587E0  1.594528989862E-14
    8.699349674837E0  1.562551094280E-14
    8.704352176088E0  1.531214507706E-14
    8.709354677339E0  1.500506368843E-14
    8.714357178589E0  1.470414074323E-14
    8.719359679840E0  1.440925273536E-14
    8.724362181091E0  1.412027863560E-14
    8.729364682341E0  1.383709984194E-14
    8.734367183592E0  1.355960013091E-14
    8.739369684842E0  1.328766560988E-14
    8.744372186093E0  1.302118467030E-14
    8.749374687344E0  1.276004794191E-14
    8.754377188594E0  1.250414824783E-14
    8.759379689845E0  1.225338056059E-14
    8.764382191096E0  1.200764195904E-14
    8.769384692346E0  1.176683158608E-14
    8.774387193597E0  1.153085060725E-14
    8.779389694847E0  1.129960217023E-14
    8.784392196098E0  1.107299136502E-14
    8.789394697349E0  1.085092518503E-14
    8.794397198599E0  1.063331248890E-14
    8.799399699850E0  1.042006396308E-14
    8.804402201101E0  1.021109208519E-14
    8.809404702351E0  1.000631108807E-14
    8.814407203602E0  9.805636924616E-15
    8.819409704852E0  9.608987233273E-15
    8.824412206103E0  9.416281304217E-15
    8.829414707354E0  9.227440046244E-15
    8.834417208604E0  9.042385954304E-15
    8.839419709855E0  8.861043077692E-15
    8.844422211106E0  8.683336988878E-15
    8.849424712356E0  8.509194752957E-15
    8.854427213607E0  8.338544897714E-15
    8.859429714857E0  8.171317384296E-15
    8.864432216108E0  8.007443578460E-15
    8.869434717359E0  7.846856222406E-15
    8.874437218609E0  7.689489407174E-15
    8.879439719860E0  7.535278545592E-15
    8.884442221111E0  7.384160345768E-15
    8.889444722361E0  7.236072785114E-15
    8.894447223612E0  7.090955084891E-15
    8.899449724862E0  6.948747685260E-15
    8.904452226113E0  6.809392220844E-15
    8.909454727364E0  6.672831496767E-15
    8.914457228614E0  6.539009465183E-15
    8.919459729865E0  6.407871202274E-15
    8.924462231116E0  6.279362885703E-15
    8.929464732366E0  6.153431772528E-15
    8.934467233617E0  6.030026177555E-15
    8.939469734867E0  5.909095452124E-15
    8.944472236118E0  5.790589963321E-15
    8.949474737369E0  5.674461073609E-15
    8.954477238619E0  5.560661120863E-15
    8.959479739870E0  5.449143398813E-15
    8.964482241121E0  5.339862137872E-15
    8.969484742371E0  5.232772486348E-15
    8.974487243622E0  5.127830492042E-15
    8.979489744872E0  5.024993084205E-15
    8.984492246123E0  4.924218055861E-15
    8.989494747374E0  4.825464046485E-15
    8.994497248624E0  4.728690525028E-15
    8.999499749875E0  4.633857773280E-15
    9.004502251126E0  4.540926869571E-15
    9.009504752376E0  4.449859672797E-15
    9.014507253627E0  4.360618806762E-15
    9.019509754877E0  4.273167644843E-15
    9.024512256128E0  4.187470294954E-15
    9.029514757379E0  4.103491584816E-15
    9.034517258629E0  4.021197047522E-15
    9.039519759880E0  3.940552907391E-15
    9.044522261131E0  3.861526066104E-15
    9.049524762381E0  3.784084089122E-15
    9.054527263632E0  3.708195192372E-15
    9.059529764882E0  3.633828229203E-15
    9.064532266133E0  3.560952677604E-15
    9.069534767384E0  3.489538627673E-15
    9.074537268634E0  3.419556769346E-15
    9.079539769885E0  3.350978380365E-15
    9.084542271136E0  3.283775314490E-15
    9.089544772386E0  3.217919989946E-15
    9.094547273637E0  3.153385378104E-15
    9.099549774887E0  3.090144992390E-15
    9.104552276138E0  3.028172877408E-15
    9.109554777389E0  2.967443598295E-15
    9.114557278639E0  2.907932230276E-15
    9.119559779890E0  2.849614348437E-15
    9.124562281141E0  2.792466017699E-15
    9.129564782391E0  2.736463782996E-15
    9.134567283642E0  2.681584659647E-15
    9.139569784892E0  2.627806123925E-15
    9.144572286143E0  2.575106103809E-15
    9.149574787394E0  2.523462969927E-15
    9.154577288644E0  2.472855526682E-15
    9.159579789895E0  2.423263003545E-15
    9.164582291146E0  2.374665046538E-15
    9.169584792396E0  2.327041709876E-15
    9.174587293647E0  2.280373447783E-15
    9.179589794897E0  2.234641106467E-15
    9.184592296148E0  2.189825916263E-15
    9.189594797399E0  2.145909483925E-15
    9.194597298649E0  2.102873785081E-15
    9.199599799900E0  2.060701156832E-15
    9.204602301151E0  2.019374290504E-15
    9.209604802401E0  1.978876224546E-15
    9.214607303652E0  1.939190337566E-15
    9.219609804902E0  1.900300341508E-15
    9.224612306153E0  1.862190274973E-15
    9.229614807404E0  1.824844496661E-15
    9.234617308654E0  1.788247678956E-15
    9.239619809905E0  1.752384801632E-15
    9.244622311156E0  1.717241145691E-15
    9.249624812406E0  1.682802287323E-15
    9.254627313657E0  1.649054091980E-15
    9.259629814907E0  1.615982708582E-15
    9.264632316158E0  1.583574563828E-15
    9.269634817409E0  1.551816356626E-15
    9.274637318659E0  1.520695052636E-15
    9.279639819910E0  1.490197878916E-15
    9.284642321161E0  1.460312318683E-15
    9.289644822411E0  1.431026106177E-15
    9.294647323662E0  1.402327221623E-15
    9.299649824912E0  1.374203886299E-15
    9.304652326163E0  1.346644557704E-15
    9.309654827414E0  1.319637924820E-15
    9.314657328664E0  1.293172903466E-15
    9.319659829915E0  1.267238631753E-15
    9.324662331166E0  1.241824465625E-15
    9.329664832416E0  1.216919974490E-15
    9.334667333667E0  1.192514936937E-15
    9.339669834917E0  1.168599336546E-15
    9.344672336168E0  1.145163357772E-15
    9.349674837419E0  1.122197381918E-15
    9.354677338669E0  1.099691983189E-15
    9.359679839920E0  1.077637924821E-15
    9.364682341171E0  1.056026155293E-15
    9.369684842421E0  1.034847804607E-15
    9.374687343672E0  1.014094180653E-15
    9.379689844922E0  9.937567656386E-16
    9.384692346173E0  9.738272125933E-16
    9.389694847424E0  9.542973419434E-16
    9.394697348674E0  9.351591381546E-16
    9.399699849925E0  9.164047464422E-16
    9.404702351176E0  8.980264695472E-16
    9.409704852426E0  8.800167645773E-16
    9.414707353677E0  8.623682399113E-16
    9.419709854927E0  8.450736521649E-16
    9.424712356178E0  8.281259032183E-16
    9.429714857429E0  8.115180373028E-16
    9.434717358679E0  7.952432381458E-16
    9.439719859930E0  7.792948261737E-16
    9.444722361181E0  7.636662557697E-16
    9.449724862431E0  7.483511125883E-16
    9.454727363682E0  7.333431109218E-16
    9.459729864932E0  7.186360911209E-16
    9.464732366183E0  7.042240170667E-16
    9.469734867434E0  6.901009736931E-16
    9.474737368684E0  6.762611645594E-16
    9.479739869935E0  6.626989094709E-16
    9.484742371186E0  6.494086421479E-16
    9.489744872436E0  6.363849079412E-16
    9.494747373687E0  6.236223615933E-16
    9.499749874937E0  6.111157650444E-16
    9.504752376188E0  5.988599852829E-16
    9.509754877439E0  5.868499922382E-16
    9.514757378689E0  5.750808567170E-16
    9.519759879940E0  5.635477483795E-16
    9.524762381191E0  5.522459337573E-16
    9.529764882441E0  5.411707743104E-16
    9.534767383692E0  5.303177245239E-16
    9.539769884942E0  5.196823300420E-16
    9.544772386193E0  5.092602258397E-16
    9.549774887444E0  4.990471344318E-16
    9.554777388694E0  4.890388641169E-16
    9.559779889945E0  4.792313072574E-16
    9.564782391196E0  4.696204385930E-16
    9.569784892446E0  4.602023135893E-16
    9.574787393697E0  4.509730668186E-16
    9.579789894947E0  4.419289103732E-16
    9.584792396198E0  4.330661323112E-16
    9.589794897449E0  4.243810951327E-16
    9.594797398699E0  4.158702342870E-16
    9.599799899950E0  4.075300567097E-16
    9.604802401201E0  3.993571393888E-16
    9.609804902451E0  3.913481279600E-16
    9.614807403702E0  3.834997353302E-16
    9.619809904952E0  3.758087403279E-16
    9.624812406203E0  3.682719863815E-16
    9.629814907454E0  3.608863802238E-16
    9.634817408704E0  3.536488906221E-16
    9.639819909955E0  3.465565471346E-16
    9.644822411206E0  3.396064388908E-16
    9.649824912456E0  3.327957133971E-16
    9.654827413707E0  3.261215753659E-16
    9.659829914957E0  3.195812855686E-16
    9.664832416208E0  3.131721597109E-16
    9.669834917459E0  3.068915673316E-16
    9.674837418709E0  3.007369307226E-16
    9.679839919960E0  2.947057238714E-16
    9.684842421211E0  2.887954714237E-16
    9.689844922461E0  2.830037476681E-16
    9.694847423712E0  2.773281755401E-16
    9.699849924962E0  2.717664256469E-16
    9.704852426213E0  2.663162153107E-16
    9.709854927464E0  2.609753076327E-16
    9.714857428714E0  2.557415105742E-16
    9.719859929965E0  2.506126760576E-16
    9.724862431216E0  2.455866990843E-16
    9.729864932466E0  2.406615168710E-16
    9.734867433717E0  2.358351080031E-16
    9.739869934967E0  2.311054916047E-16
    9.744872436218E0  2.264707265263E-16
    9.749874937469E0  2.219289105474E-16
    9.754877438719E0  2.174781795961E-16
    9.759879939970E0  2.131167069842E-16
    9.764882441221E0  2.088427026570E-16
    9.769884942471E0  2.046544124592E-16
    9.774887443722E0  2.005501174145E-16
    9.779889944972E0  1.965281330203E-16
    9.784892446223E0  1.925868085563E-16
    9.789894947474E0  1.887245264069E-16
    9.794897448724E0  1.849397013976E-16
    9.799899949975E0  1.812307801441E-16
    9.804902451226E0  1.775962404146E-16
    9.809904952476E0  1.740345905058E-16
    9.814907453727E0  1.705443686297E-16
    9.819909954977E0  1.671241423143E-16
    9.824912456228E0  1.637725078155E-16
    9.829914957479E0  1.604880895409E-16
    9.834917458729E0  1.572695394852E-16
    9.839919959980E0  1.541155366772E-16
    9.844922461231E0  1.510247866373E-16
    9.849924962481E0  1.479960208465E-16
    9.854927463732E0  1.450279962255E-16
    9.859929964982E0  1.421194946248E-16
    9.864932466233E0  1.392693223246E-16
    9.869934967484E0  1.364763095447E-16
    9.874937468734E0  1.337393099647E-16
    9.879939969985E0  1.310572002533E-16
    9.884942471236E0  1.284288796075E-16
    9.889944972486E0  1.258532693004E-16
    9.894947473737E0  1.233293122388E-16
    9.899949974987E0  1.208559725294E-16
    9.904952476238E0  1.184322350533E-16
    9.909954977489E0  1.160571050497E-16
    9.914957478739E0  1.137296077073E-16
    9.919959979990E0  1.114487877646E-16
    9.924962481241E0  1.092137091176E-16
    9.929964982491E0  1.070234544356E-16
    9.934967483742E0  1.048771247847E-16
    9.939969984992E0  1.027738392590E-16
    9.944972486243E0  1.007127346190E-16
    9.949974987494E0  9.869296493701E-17
    9.954977488744E0  9.671370125049E-17
    9.959979989995E0  9.477413122141E-17
    9.964982491246E0  9.287345880303E-17
    9.969984992496E0  9.101090391310E-17
    9.974987493747E0  8.918570211376E-17
    9.979989994997E0  8.739710429776E-17
    9.984992496248E0  8.564437638100E-17
    9.989994997499E0  8.392679900129E-17
    9.994997498749E0  8.224366722305E-17
    1.000000000000E1  8.059429024802E-17
