#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]    sigma_tot [au^2]
   9.140000000000E-1    6.182089967278E0    7.210851030028E0    1.339294099731E1
   9.145000000000E-1    6.181530684749E0    7.202722688399E0    1.338425337315E1
   9.150000000000E-1    6.180966215705E0    7.194635057026E0    1.337560127273E1
   9.155000000000E-1    6.180396562414E0    7.186588091032E0    1.336698465345E1
   9.160000000000E-1    6.179821727274E0    7.178581745698E0    1.335840347297E1
   9.165000000000E-1    6.179241712715E0    7.170615976478E0    1.334985768919E1
   9.170000000000E-1    6.178656521229E0    7.162690738856E0    1.334134726009E1
   9.175000000000E-1    6.178066155388E0    7.154805988702E0    1.333287214409E1
   9.180000000000E-1    6.177470617832E0    7.146961681845E0    1.332443229968E1
   9.185000000000E-1    6.176869911262E0    7.139157774485E0    1.331602768575E1
   9.190000000000E-1    6.176264038448E0    7.131394222726E0    1.330765826117E1
   9.195000000000E-1    6.175653002242E0    7.123670983051E0    1.329932398529E1
   9.200000000000E-1    6.175036805533E0    7.115988011962E0    1.329102481749E1
   9.205000000000E-1    6.174415451303E0    7.108345266208E0    1.328276071751E1
   9.210000000000E-1    6.173788942583E0    7.100742702679E0    1.327453164526E1
   9.215000000000E-1    6.173157282464E0    7.093180278444E0    1.326633756091E1
   9.220000000000E-1    6.172520474115E0    7.085657950616E0    1.325817842473E1
   9.225000000000E-1    6.171878520761E0    7.078175676613E0    1.325005419737E1
   9.230000000000E-1    6.171231425703E0    7.070733414012E0    1.324196483972E1
   9.235000000000E-1    6.170579192251E0    7.063331120394E0    1.323391031264E1
   9.240000000000E-1    6.169921823855E0    7.055968753695E0    1.322589057755E1
   9.245000000000E-1    6.169259323975E0    7.048646271875E0    1.321790559585E1
   9.250000000000E-1    6.168591696143E0    7.041363633158E0    1.320995532930E1
   9.255000000000E-1    6.167918943967E0    7.034120795778E0    1.320203973974E1
   9.260000000000E-1    6.167241071089E0    7.026917718307E0    1.319415878940E1
   9.265000000000E-1    6.166558081226E0    7.019754359394E0    1.318631244062E1
   9.270000000000E-1    6.165869978162E0    7.012630677763E0    1.317850065593E1
   9.275000000000E-1    6.165176765724E0    7.005546632427E0    1.317072339815E1
   9.280000000000E-1    6.164478447794E0    6.998502182593E0    1.316298063039E1
   9.285000000000E-1    6.163775028346E0    6.991497287442E0    1.315527231579E1
   9.290000000000E-1    6.163066511356E0    6.984531906451E0    1.314759841781E1
   9.295000000000E-1    6.162352900898E0    6.977605999243E0    1.313995890014E1
   9.300000000000E-1    6.161634201099E0    6.970719525574E0    1.313235372667E1
   9.305000000000E-1    6.160910416116E0    6.963872445364E0    1.312478286148E1
   9.310000000000E-1    6.160181550200E0    6.957064718708E0    1.311724626891E1
   9.315000000000E-1    6.159447607636E0    6.950296305884E0    1.310974391352E1
   9.320000000000E-1    6.158708592752E0    6.943567167194E0    1.310227575995E1
   9.325000000000E-1    6.157964509954E0    6.936877263278E0    1.309484177323E1
   9.330000000000E-1    6.157215363696E0    6.930226554832E0    1.308744191853E1
   9.335000000000E-1    6.156461158468E0    6.923615002715E0    1.308007616118E1
   9.340000000000E-1    6.155701898841E0    6.917042567971E0    1.307274446681E1
   9.345000000000E-1    6.154937589400E0    6.910509211830E0    1.306544680123E1
   9.350000000000E-1    6.154168234834E0    6.904014895615E0    1.305818313045E1
   9.355000000000E-1    6.153393839842E0    6.897559580795E0    1.305095342064E1
   9.360000000000E-1    6.152614409194E0    6.891143229091E0    1.304375763829E1
   9.365000000000E-1    6.151829947707E0    6.884765802288E0    1.303659575000E1
   9.370000000000E-1    6.151040460236E0    6.878427262314E0    1.302946772255E1
   9.375000000000E-1    6.150245951716E0    6.872127571380E0    1.302237352310E1
   9.380000000000E-1    6.149446427094E0    6.865866691700E0    1.301531311879E1
   9.385000000000E-1    6.148641891405E0    6.859644585824E0    1.300828647723E1
   9.390000000000E-1    6.147832349707E0    6.853461216263E0    1.300129356597E1
   9.395000000000E-1    6.147017807109E0    6.847316545788E0    1.299433435290E1
   9.400000000000E-1    6.146198268787E0    6.841210537280E0    1.298740880607E1
   9.405000000000E-1    6.145373739941E0    6.835143153838E0    1.298051689378E1
   9.410000000000E-1    6.144544225832E0    6.829114358691E0    1.297365858452E1
   9.415000000000E-1    6.143709731762E0    6.823124115161E0    1.296683384692E1
   9.420000000000E-1    6.142870263085E0    6.817172386817E0    1.296004264990E1
   9.425000000000E-1    6.142025825207E0    6.811259137319E0    1.295328496253E1
   9.430000000000E-1    6.141176423574E0    6.805384330462E0    1.294656075404E1
   9.435000000000E-1    6.140322063661E0    6.799547930299E0    1.293986999396E1
   9.440000000000E-1    6.139462751019E0    6.793749900880E0    1.293321265190E1
   9.445000000000E-1    6.138598491231E0    6.787990206540E0    1.292658869777E1
   9.450000000000E-1    6.137729289920E0    6.782268811745E0    1.291999810167E1
   9.455000000000E-1    6.136855152739E0    6.776585680993E0    1.291344083373E1
   9.460000000000E-1    6.135976085427E0    6.770940779147E0    1.290691686457E1
   9.465000000000E-1    6.135092093735E0    6.765334070993E0    1.290042616473E1
   9.470000000000E-1    6.134203183444E0    6.759765521619E0    1.289396870506E1
   9.475000000000E-1    6.133309360428E0    6.754235096232E0    1.288754445666E1
   9.480000000000E-1    6.132410630561E0    6.748742760088E0    1.288115339065E1
   9.485000000000E-1    6.131506999768E0    6.743288478760E0    1.287479547853E1
   9.490000000000E-1    6.130598474017E0    6.737872217888E0    1.286847069191E1
   9.495000000000E-1    6.129685059329E0    6.732493943147E0    1.286217900248E1
   9.500000000000E-1    6.128766761769E0    6.727153620603E0    1.285592038237E1
   9.505000000000E-1    6.127843587410E0    6.721851216267E0    1.284969480368E1
   9.510000000000E-1    6.126915542379E0    6.716586696362E0    1.284350223874E1
   9.515000000000E-1    6.125982632882E0    6.711360027246E0    1.283734266013E1
   9.520000000000E-1    6.125044865105E0    6.706171175477E0    1.283121604058E1
   9.525000000000E-1    6.124102245318E0    6.701020107727E0    1.282512235305E1
   9.530000000000E-1    6.123154779806E0    6.695906790757E0    1.281906157056E1
   9.535000000000E-1    6.122202474910E0    6.690831191507E0    1.281303366642E1
   9.540000000000E-1    6.121245336998E0    6.685793277196E0    1.280703861419E1
   9.545000000000E-1    6.120283372474E0    6.680793014931E0    1.280107638741E1
   9.550000000000E-1    6.119316587786E0    6.675830372091E0    1.279514695988E1
   9.555000000000E-1    6.118344989427E0    6.670905316222E0    1.278925030565E1
   9.560000000000E-1    6.117368583907E0    6.666017815055E0    1.278338639896E1
   9.565000000000E-1    6.116387377780E0    6.661167836346E0    1.277755521413E1
   9.570000000000E-1    6.115401377651E0    6.656355348031E0    1.277175672568E1
   9.575000000000E-1    6.114410590154E0    6.651580318227E0    1.276599090838E1
   9.580000000000E-1    6.113415021950E0    6.646842715151E0    1.276025773710E1
   9.585000000000E-1    6.112414679753E0    6.642142507188E0    1.275455718694E1
   9.590000000000E-1    6.111409570284E0    6.637479662828E0    1.274888923311E1
   9.595000000000E-1    6.110399700327E0    6.632854150663E0    1.274325385099E1
   9.600000000000E-1    6.109385076684E0    6.628265939502E0    1.273765101619E1
   9.605000000000E-1    6.108365706214E0    6.623714998333E0    1.273208070455E1
   9.610000000000E-1    6.107341595763E0    6.619201296102E0    1.272654289187E1
   9.615000000000E-1    6.106312752281E0    6.614724802063E0    1.272103755434E1
   9.620000000000E-1    6.105279182683E0    6.610285485491E0    1.271556466817E1
   9.625000000000E-1    6.104240893952E0    6.605883315874E0    1.271012420983E1
   9.630000000000E-1    6.103197893102E0    6.601518262851E0    1.270471615595E1
   9.635000000000E-1    6.102150187177E0    6.597190296053E0    1.269934048323E1
   9.640000000000E-1    6.101097783239E0    6.592899385377E0    1.269399716862E1
   9.645000000000E-1    6.100040688421E0    6.588645500810E0    1.268868618923E1
   9.650000000000E-1    6.098978909860E0    6.584428612438E0    1.268340752230E1
   9.655000000000E-1    6.097912454698E0    6.580248690578E0    1.267816114528E1
   9.660000000000E-1    6.096841330166E0    6.576105705543E0    1.267294703571E1
   9.665000000000E-1    6.095765543481E0    6.571999627831E0    1.266776517131E1
   9.670000000000E-1    6.094685101923E0    6.567930428084E0    1.266261553001E1
   9.675000000000E-1    6.093600012762E0    6.563898077137E0    1.265749808990E1
   9.680000000000E-1    6.092510283349E0    6.559902545802E0    1.265241282915E1
   9.685000000000E-1    6.091415921010E0    6.555943805083E0    1.264735972609E1
   9.690000000000E-1    6.090316933162E0    6.552021826165E0    1.264233875933E1
   9.695000000000E-1    6.089213327199E0    6.548136580361E0    1.263734990756E1
   9.700000000000E-1    6.088105110563E0    6.544288038844E0    1.263239314941E1
   9.705000000000E-1    6.086992290729E0    6.540476173364E0    1.262746846409E1
   9.710000000000E-1    6.085874875190E0    6.536700955365E0    1.262257583056E1
   9.715000000000E-1    6.084752871493E0    6.532962356761E0    1.261771522825E1
   9.720000000000E-1    6.083626287177E0    6.529260349299E0    1.261288663648E1
   9.725000000000E-1    6.082495129832E0    6.525594905021E0    1.260809003485E1
   9.730000000000E-1    6.081359407064E0    6.521965996042E0    1.260332540311E1
   9.735000000000E-1    6.080219126510E0    6.518373594537E0    1.259859272105E1
   9.740000000000E-1    6.079074295842E0    6.514817672908E0    1.259389196875E1
   9.745000000000E-1    6.077924922757E0    6.511298203608E0    1.258922312637E1
   9.750000000000E-1    6.076771014964E0    6.507815159170E0    1.258458617413E1
   9.755000000000E-1    6.075612580207E0    6.504368512287E0    1.257998109249E1
   9.760000000000E-1    6.074449626264E0    6.500958235811E0    1.257540786207E1
   9.765000000000E-1    6.073282160924E0    6.497584302623E0    1.257086646355E1
   9.770000000000E-1    6.072110192011E0    6.494246685731E0    1.256635687774E1
   9.775000000000E-1    6.070933727369E0    6.490945358319E0    1.256187908569E1
   9.780000000000E-1    6.069752774888E0    6.487680293559E0    1.255743306845E1
   9.785000000000E-1    6.068567342440E0    6.484451464961E0    1.255301880740E1
   9.790000000000E-1    6.067377437954E0    6.481258845775E0    1.254863628373E1
   9.795000000000E-1    6.066183069378E0    6.478102409721E0    1.254428547910E1
   9.800000000000E-1    6.064984244685E0    6.474982130458E0    1.253996637514E1
   9.805000000000E-1    6.063780971868E0    6.471897981707E0    1.253567895358E1
   9.810000000000E-1    6.062573258933E0    6.468849937405E0    1.253142319634E1
   9.815000000000E-1    6.061361113933E0    6.465837971430E0    1.252719908536E1
   9.820000000000E-1    6.060144544915E0    6.462862058052E0    1.252300660297E1
   9.825000000000E-1    6.058923559974E0    6.459922171361E0    1.251884573134E1
   9.830000000000E-1    6.057698167221E0    6.457018285645E0    1.251471645287E1
   9.835000000000E-1    6.056468374792E0    6.454150375261E0    1.251061875005E1
   9.840000000000E-1    6.055234190822E0    6.451318414738E0    1.250655260556E1
   9.845000000000E-1    6.053995623485E0    6.448522378699E0    1.250251800218E1
   9.850000000000E-1    6.052752680993E0    6.445762241740E0    1.249851492273E1
   9.855000000000E-1    6.051505371568E0    6.443037978657E0    1.249454335023E1
   9.860000000000E-1    6.050253703425E0    6.440349564354E0    1.249060326778E1
   9.865000000000E-1    6.048997684837E0    6.437696973701E0    1.248669465854E1
   9.870000000000E-1    6.047737324093E0    6.435080181874E0    1.248281750597E1
   9.875000000000E-1    6.046472629475E0    6.432499163894E0    1.247897179337E1
   9.880000000000E-1    6.045203609318E0    6.429953895039E0    1.247515750436E1
   9.885000000000E-1    6.043930271952E0    6.427444350599E0    1.247137462255E1
   9.890000000000E-1    6.042652625756E0    6.424970506023E0    1.246762313178E1
   9.895000000000E-1    6.041370679097E0    6.422532336781E0    1.246390301588E1
   9.900000000000E-1    6.040084440370E0    6.420129818389E0    1.246021425876E1
   9.905000000000E-1    6.038793918008E0    6.417762926581E0    1.245655684459E1
   9.910000000000E-1    6.037499120444E0    6.415431637054E0    1.245293075750E1
   9.915000000000E-1    6.036200056146E0    6.413135925595E0    1.244933598174E1
   9.920000000000E-1    6.034896733573E0    6.410875768146E0    1.244577250172E1
   9.925000000000E-1    6.033589161222E0    6.408651140648E0    1.244224030187E1
   9.930000000000E-1    6.032277347615E0    6.406462019114E0    1.243873936673E1
   9.935000000000E-1    6.030961301282E0    6.404308379755E0    1.243526968104E1
   9.940000000000E-1    6.029641030758E0    6.402190198758E0    1.243183122952E1
   9.945000000000E-1    6.028316544626E0    6.400107452313E0    1.242842399694E1
   9.950000000000E-1    6.026987851459E0    6.398060116822E0    1.242504796828E1
   9.955000000000E-1    6.025654959855E0    6.396048168661E0    1.242170312852E1
   9.960000000000E-1    6.024317878437E0    6.394071584382E0    1.241838946282E1
   9.965000000000E-1    6.022976615844E0    6.392130340452E0    1.241510695630E1
   9.970000000000E-1    6.021631180716E0    6.390224413565E0    1.241185559428E1
   9.975000000000E-1    6.020281581728E0    6.388353780296E0    1.240863536202E1
   9.980000000000E-1    6.018927827562E0    6.386518417502E0    1.240544624506E1
   9.985000000000E-1    6.017569926909E0    6.384718301874E0    1.240228822878E1
   9.990000000000E-1    6.016207888494E0    6.382953410398E0    1.239916129889E1
   9.995000000000E-1    6.014841721043E0    6.381223719874E0    1.239606544092E1
    1.000000000000E0    6.013471433314E0    6.379529207365E0    1.239300064068E1
