#             E [au]      sigma_0 [au^2]      sigma_1 [au^2]    sigma_tot [au^2]
   3.635000000000E-1    6.357506473692E0    5.179217211533E1    5.814967858902E1
   3.640000000000E-1    6.341029643636E0    5.172633734857E1    5.806736699220E1
   3.645000000000E-1    6.324763102731E0    5.166044772120E1    5.798521082393E1
   3.650000000000E-1    6.308707041132E0    5.159450401086E1    5.790321105199E1
   3.655000000000E-1    6.292861662575E0    5.152850699186E1    5.782136865443E1
   3.660000000000E-1    6.277227183822E0    5.146245743523E1    5.773968461905E1
   3.665000000000E-1    6.261803835463E0    5.139635610871E1    5.765815994418E1
   3.670000000000E-1    6.246591861505E0    5.133020377675E1    5.757679563826E1
   3.675000000000E-1    6.231591520033E0    5.126400120054E1    5.749559272057E1
   3.680000000000E-1    6.216803082846E0    5.119774913799E1    5.741455222083E1
   3.685000000000E-1    6.202226836039E0    5.113144834379E1    5.733367517983E1
   3.690000000000E-1    6.187863080099E0    5.106509956936E1    5.725296264946E1
   3.695000000000E-1    6.173712129897E0    5.099870356291E1    5.717241569281E1
   3.700000000000E-1    6.159774315115E0    5.093226106942E1    5.709203538454E1
   3.705000000000E-1    6.146049980240E0    5.086577283065E1    5.701182281089E1
   3.710000000000E-1    6.132539484807E0    5.079923958517E1    5.693177906998E1
   3.715000000000E-1    6.119243203456E0    5.073266206835E1    5.685190527180E1
   3.720000000000E-1    6.106161526553E0    5.066604101238E1    5.677220253893E1
   3.725000000000E-1    6.093294859812E0    5.059937714627E1    5.669267200608E1
   3.730000000000E-1    6.080643624770E0    5.053267119588E1    5.661331482065E1
   3.735000000000E-1    6.068208258936E0    5.046592388390E1    5.653413214284E1
   3.740000000000E-1    6.055989216072E0    5.039913592988E1    5.645512514596E1
   3.745000000000E-1    6.043986966261E0    5.033230805025E1    5.637629501651E1
   3.750000000000E-1    6.032201996195E0    5.026544095828E1    5.629764295448E1
   3.755000000000E-1    6.020634809276E0    5.019853536416E1    5.621917017343E1
   3.760000000000E-1    6.009285925952E0    5.013159197494E1    5.614087790089E1
   3.765000000000E-1    5.998155883842E0    5.006461149460E1    5.606276737844E1
   3.770000000000E-1    5.987245237852E0    4.999759462401E1    5.598483986186E1
   3.775000000000E-1    5.976554560544E0    4.993054206098E1    5.590709662153E1
   3.780000000000E-1    5.966084442560E0    4.986345450024E1    5.582953894280E1
   3.785000000000E-1    5.955835492166E0    4.979633263346E1    5.575216812562E1
   3.790000000000E-1    5.945808336187E0    4.972917714925E1    5.567498548544E1
   3.795000000000E-1    5.936003619824E0    4.966198873320E1    5.559799235303E1
   3.800000000000E-1    5.926422006899E0    4.959476806785E1    5.552119007475E1
   3.805000000000E-1    5.917064180219E0    4.952751583273E1    5.544458001295E1
   3.810000000000E-1    5.907930841727E0    4.946023270434E1    5.536816354607E1
   3.815000000000E-1    5.899022712918E0    4.939291935619E1    5.529194206911E1
   3.820000000000E-1    5.890340534454E0    4.932557645879E1    5.521591699324E1
   3.825000000000E-1    5.881885067352E0    4.925820467965E1    5.514008974701E1
   3.830000000000E-1    5.873657092407E0    4.919080468334E1    5.506446177574E1
   3.835000000000E-1    5.865657410978E0    4.912337713141E1    5.498903454238E1
   3.840000000000E-1    5.857886844630E0    4.905592268249E1    5.491380952712E1
   3.845000000000E-1    5.850346236008E0    4.898844199225E1    5.483878822826E1
   3.850000000000E-1    5.843036448664E0    4.892093571343E1    5.476397216210E1
   3.855000000000E-1    5.835958367602E0    4.885340449581E1    5.468936286341E1
   3.860000000000E-1    5.829112899226E0    4.878584898628E1    5.461496188550E1
   3.865000000000E-1    5.822500971709E0    4.871826982878E1    5.454077080048E1
   3.870000000000E-1    5.816123535391E0    4.865066766441E1    5.446679119980E1
   3.875000000000E-1    5.809981562665E0    4.858304313127E1    5.439302469393E1
   3.880000000000E-1    5.804076048691E0    4.851539686469E1    5.431947291338E1
   3.885000000000E-1    5.798408011368E0    4.844772949704E1    5.424613750841E1
   3.890000000000E-1    5.792978491727E0    4.838004165785E1    5.417302014957E1
   3.895000000000E-1    5.787788553893E0    4.831233397382E1    5.410012252772E1
   3.900000000000E-1    5.782839285690E0    4.824460706874E1    5.402744635443E1
   3.905000000000E-1    5.778131798781E0    4.817686156360E1    5.395499336238E1
   3.910000000000E-1    5.773667228834E0    4.810909807654E1    5.388276530537E1
   3.915000000000E-1    5.769446735940E0    4.804131722290E1    5.381076395884E1
   3.920000000000E-1    5.765471504654E0    4.797351961515E1    5.373899111980E1
   3.925000000000E-1    5.761742744594E0    4.790570586303E1    5.366744860763E1
   3.930000000000E-1    5.758261690135E0    4.783787657342E1    5.359613826356E1
   3.935000000000E-1    5.755029601469E0    4.777003235044E1    5.352506195191E1
   3.940000000000E-1    5.752047764235E0    4.770217379543E1    5.345422155967E1
   3.945000000000E-1    5.749317489834E0    4.763430150693E1    5.338361899677E1
   3.950000000000E-1    5.746840115987E0    4.756641608077E1    5.331325619676E1
   3.955000000000E-1    5.744617006760E0    4.749851810999E1    5.324313511675E1
   3.960000000000E-1    5.742649552737E0    4.743060818490E1    5.317325773763E1
   3.965000000000E-1    5.740939171639E0    4.736268689303E1    5.310362606467E1
   3.970000000000E-1    5.739487308124E0    4.729475481925E1    5.303424212738E1
   3.975000000000E-1    5.738295434481E0    4.722681254568E1    5.296510798016E1
   3.980000000000E-1    5.737365050535E0    4.715886065170E1    5.289622570224E1
   3.985000000000E-1    5.736697683790E0    4.709089971405E1    5.282759739784E1
   3.990000000000E-1    5.736294890252E0    4.702293030671E1    5.275922519696E1
   3.995000000000E-1    5.736158254001E0    4.695495300103E1    5.269111125503E1
   4.000000000000E-1    5.736289387939E0    4.688696836565E1    5.262325775359E1
   4.005000000000E-1    5.736689933588E0    4.681897696657E1    5.255566690016E1
   4.010000000000E-1    5.737361561547E0    4.675097936709E1    5.248834092864E1
   4.015000000000E-1    5.738305971827E0    4.668297612791E1    5.242128209974E1
   4.020000000000E-1    5.739524893692E0    4.661496780703E1    5.235449270072E1
   4.025000000000E-1    5.741020086142E0    4.654695495990E1    5.228797504604E1
   4.030000000000E-1    5.742793338081E0    4.647893813923E1    5.222173147731E1
   4.035000000000E-1    5.744846468406E0    4.641091789519E1    5.215576436359E1
   4.040000000000E-1    5.747181326270E0    4.634289477537E1    5.209007610164E1
   4.045000000000E-1    5.749799791280E0    4.627486932466E1    5.202466911594E1
   4.050000000000E-1    5.752703773543E0    4.620684208545E1    5.195954585899E1
   4.055000000000E-1    5.755895213940E0    4.613881359745E1    5.189470881139E1
   4.060000000000E-1    5.759376084101E0    4.607078439792E1    5.183016048202E1
   4.065000000000E-1    5.763148386736E0    4.600275502151E1    5.176590340824E1
   4.070000000000E-1    5.767214155686E0    4.593472600019E1    5.170194015588E1
   4.075000000000E-1    5.771575455886E0    4.586669786354E1    5.163827331943E1
   4.080000000000E-1    5.776234383751E0    4.579867113853E1    5.157490552228E1
   4.085000000000E-1    5.781193066972E0    4.573064634962E1    5.151183941659E1
   4.090000000000E-1    5.786453664642E0    4.566262401868E1    5.144907768333E1
   4.095000000000E-1    5.792018367438E0    4.559460466509E1    5.138662303253E1
   4.100000000000E-1    5.797889397449E0    4.552658880582E1    5.132447820327E1
   4.105000000000E-1    5.804069008447E0    4.545857695521E1    5.126264596366E1
   4.110000000000E-1    5.810559485680E0    4.539056962513E1    5.120112911081E1
   4.115000000000E-1    5.817363145740E0    4.532256732502E1    5.113993047076E1
   4.120000000000E-1    5.824482336861E0    4.525457056183E1    5.107905289869E1
   4.125000000000E-1    5.831919438500E0    4.518657983993E1    5.101849927843E1
   4.130000000000E-1    5.839676861341E0    4.511859566140E1    5.095827252274E1
   4.135000000000E-1    5.847757047420E0    4.505061852576E1    5.089837557318E1
   4.140000000000E-1    5.856162469521E0    4.498264893012E1    5.083881139964E1
   4.145000000000E-1    5.864895631427E0    4.491468736912E1    5.077958300055E1
   4.150000000000E-1    5.873959067354E0    4.484673433502E1    5.072069340237E1
   4.155000000000E-1    5.883355341974E0    4.477879031758E1    5.066214565956E1
   4.160000000000E-1    5.893087050047E0    4.471085580432E1    5.060394285437E1
   4.165000000000E-1    5.903156816229E0    4.464293128008E1    5.054608809631E1
   4.170000000000E-1    5.913567294341E0    4.457501722754E1    5.048858452189E1
   4.175000000000E-1    5.924321167449E0    4.450711412691E1    5.043143529436E1
   4.180000000000E-1    5.935421147200E0    4.443922245601E1    5.037464360321E1
   4.185000000000E-1    5.946869973502E0    4.437134269023E1    5.031821266373E1
   4.190000000000E-1    5.958670413734E0    4.430347530276E1    5.026214571649E1
   4.195000000000E-1    5.970825262695E0    4.423562076427E1    5.020644602696E1
   4.200000000000E-1    5.983337341506E0    4.416777954308E1    5.015111688458E1
   4.205000000000E-1    5.996209497023E0    4.409995210530E1    5.009616160232E1
   4.210000000000E-1    6.009444601608E0    4.403213891462E1    5.004158351623E1
   4.215000000000E-1    6.023045551905E0    4.396434043239E1    4.998738598429E1
   4.220000000000E-1    6.037015268208E0    4.389655711760E1    4.993357238581E1
   4.225000000000E-1    6.051356693314E0    4.382878942709E1    4.988014612040E1
   4.230000000000E-1    6.066072792270E0    4.376103781525E1    4.982711060752E1
   4.235000000000E-1    6.081166550569E0    4.369330273422E1    4.977446928479E1
   4.240000000000E-1    6.096640973672E0    4.362558463381E1    4.972222560748E1
   4.245000000000E-1    6.112499085459E0    4.355788396164E1    4.967038304710E1
   4.250000000000E-1    6.128743927496E0    4.349020116300E1    4.961894509050E1
   4.255000000000E-1    6.145378557310E0    4.342253668084E1    4.956791523815E1
   4.260000000000E-1    6.162406047219E0    4.335489095603E1    4.951729700325E1
   4.265000000000E-1    6.179829482971E0    4.328726442701E1    4.946709390998E1
   4.270000000000E-1    6.197651962102E0    4.321965753007E1    4.941730949217E1
   4.275000000000E-1    6.215876592465E0    4.315207069919E1    4.936794729165E1
   4.280000000000E-1    6.234506490173E0    4.308450436632E1    4.931901085649E1
   4.285000000000E-1    6.253544778123E0    4.301695896088E1    4.927050373901E1
   4.290000000000E-1    6.272994584333E0    4.294943491038E1    4.922242949472E1
   4.295000000000E-1    6.292859039060E0    4.288193263989E1    4.917479167895E1
   4.300000000000E-1    6.313141273797E0    4.281445257237E1    4.912759384617E1
   4.305000000000E-1    6.333844418319E0    4.274699512867E1    4.908083954699E1
   4.310000000000E-1    6.354971598532E0    4.267956072731E1    4.903453232585E1
   4.315000000000E-1    6.376525933946E0    4.261214978472E1    4.898867571867E1
   4.320000000000E-1    6.398510535571E0    4.254476271510E1    4.894327325068E1
   4.325000000000E-1    6.420928502528E0    4.247739993065E1    4.889832843317E1
   4.330000000000E-1    6.443782919815E0    4.241006184112E1    4.885384476094E1
   4.335000000000E-1    6.467076855003E0    4.234274885445E1    4.880982570946E1
   4.340000000000E-1    6.490813355342E0    4.227546137618E1    4.876627473152E1
   4.345000000000E-1    6.514995444407E0    4.220819980987E1    4.872319525427E1
   4.350000000000E-1    6.539626118541E0    4.214096455683E1    4.868059067538E1
   4.355000000000E-1    6.564708343886E0    4.207375601635E1    4.863846436024E1
   4.360000000000E-1    6.590245052127E0    4.200657458562E1    4.859681963775E1
   4.365000000000E-1    6.616239136852E0    4.193942065957E1    4.855565979643E1
   4.370000000000E-1    6.642693449786E0    4.187229463128E1    4.851498808107E1
   4.375000000000E-1    6.669610796132E0    4.180519689147E1    4.847480768760E1
   4.380000000000E-1    6.696993930600E0    4.173812782897E1    4.843512175957E1
   4.385000000000E-1    6.724845552840E0    4.167108783044E1    4.839593338328E1
   4.390000000000E-1    6.753168302461E0    4.160407728056E1    4.835724558302E1
   4.395000000000E-1    6.781964754421E0    4.153709656189E1    4.831906131631E1
   4.400000000000E-1    6.811237413927E0    4.147014605490E1    4.828138346882E1
   4.405000000000E-1    6.840988711124E0    4.140322613803E1    4.824421484915E1
   4.410000000000E-1    6.871220995243E0    4.133633718780E1    4.820755818304E1
   4.415000000000E-1    6.901936529846E0    4.126947957845E1    4.817141610829E1
   4.420000000000E-1    6.933137486097E0    4.120265368242E1    4.813579116852E1
   4.425000000000E-1    6.964825936819E0    4.113585987010E1    4.810068580692E1
   4.430000000000E-1    6.997003850654E0    4.106909850970E1    4.806610236036E1
   4.435000000000E-1    7.029673084973E0    4.100236996762E1    4.803204305260E1
   4.440000000000E-1    7.062835379811E0    4.093567460809E1    4.799850998791E1
   4.445000000000E-1    7.096492350071E0    4.086901279359E1    4.796550514367E1
   4.450000000000E-1    7.130645479401E0    4.080238488427E1    4.793303036367E1
   4.455000000000E-1    7.165296111683E0    4.073579123872E1    4.790108735041E1
   4.460000000000E-1    7.200445444300E0    4.066923221310E1    4.786967765740E1
   4.465000000000E-1    7.236094519833E0    4.060270816195E1    4.783880268178E1
   4.470000000000E-1    7.272244218202E0    4.053621943774E1    4.780846365594E1
   4.475000000000E-1    7.308895248455E0    4.046976639100E1    4.777866163946E1
   4.480000000000E-1    7.346048139761E0    4.040334937023E1    4.774939750999E1
   4.485000000000E-1    7.383703233319E0    4.033696872206E1    4.772067195538E1
   4.490000000000E-1    7.421860672867E0    4.027062479130E1    4.769248546417E1
   4.495000000000E-1    7.460520396009E0    4.020431792066E1    4.766483831667E1
   4.500000000000E-1    7.499682124160E0    4.013804845095E1    4.763773057511E1
   4.505000000000E-1    7.539345353462E0    4.007181672116E1    4.761116207463E1
   4.510000000000E-1    7.579509344721E0    4.000562306842E1    4.758513241314E1
   4.515000000000E-1    7.620173113390E0    3.993946782772E1    4.755964094111E1
   4.520000000000E-1    7.661335419348E0    3.987335133245E1    4.753468675180E1
   4.525000000000E-1    7.702994756839E0    3.980727391393E1    4.751026867077E1
   4.530000000000E-1    7.745149342924E0    3.974123590159E1    4.748638524452E1
   4.535000000000E-1    7.787797107633E0    3.967523762316E1    4.746303473080E1
   4.540000000000E-1    7.830935682650E0    3.960927940422E1    4.744021508687E1
   4.545000000000E-1    7.874562390039E0    3.954336156887E1    4.741792395891E1
   4.550000000000E-1    7.918674231492E0    3.947748443905E1    4.739615867054E1
   4.555000000000E-1    7.963267876344E0    3.941164833504E1    4.737491621138E1
   4.560000000000E-1    8.008339650785E0    3.934585357506E1    4.735419322584E1
   4.565000000000E-1    8.053885525578E0    3.928010047577E1    4.733398600135E1
   4.570000000000E-1    8.099901104777E0    3.921438935180E1    4.731429045658E1
   4.575000000000E-1    8.146381614281E0    3.914872051607E1    4.729510213035E1
   4.580000000000E-1    8.193321889384E0    3.908309427962E1    4.727641616901E1
   4.585000000000E-1    8.240716363885E0    3.901751095168E1    4.725822731556E1
   4.590000000000E-1    8.288559057633E0    3.895197083985E1    4.724052989748E1
   4.595000000000E-1    8.336843565179E0    3.888647424957E1    4.722331781475E1
   4.600000000000E-1    8.385563043849E0    3.882102148490E1    4.720658452875E1
   4.605000000000E-1    8.434710202975E0    3.875561284795E1    4.719032305092E1
   4.610000000000E-1    8.484277291130E0    3.869024863890E1    4.717452593003E1
   4.615000000000E-1    8.534256085946E0    3.862492915642E1    4.715918524236E1
   4.620000000000E-1    8.584637883112E0    3.855965469731E1    4.714429258042E1
   4.625000000000E-1    8.635413484238E0    3.849442555652E1    4.712983904076E1
   4.630000000000E-1    8.686573187957E0    3.842924202736E1    4.711581521531E1
   4.635000000000E-1    8.738106778413E0    3.836410440150E1    4.710221117992E1
   4.640000000000E-1    8.790003515944E0    3.829901296855E1    4.708901648449E1
   4.645000000000E-1    8.842252127119E0    3.823396801671E1    4.707622014383E1
   4.650000000000E-1    8.894840795924E0    3.816896983221E1    4.706381062814E1
   4.655000000000E-1    8.947757154913E0    3.810401869985E1    4.705177585477E1
   4.660000000000E-1    9.000988277376E0    3.803911490235E1    4.704010317972E1
   4.665000000000E-1    9.054520669387E0    3.797425872116E1    4.702877939054E1
   4.670000000000E-1    9.108340263360E0    3.790945043559E1    4.701779069895E1
   4.675000000000E-1    9.162432411299E0    3.784469032360E1    4.700712273490E1
   4.680000000000E-1    9.216781879374E0    3.777997866112E1    4.699676054049E1
   4.685000000000E-1    9.271372843450E0    3.771531572275E1    4.698668856620E1
   4.690000000000E-1    9.326188885081E0    3.765070178123E1    4.697689066632E1
   4.695000000000E-1    9.381212988243E0    3.758613710762E1    4.696735009586E1
   4.700000000000E-1    9.436427537161E0    3.752162197144E1    4.695804950860E1
   4.705000000000E-1    9.491814315991E0    3.745715664025E1    4.694897095624E1
   4.710000000000E-1    9.547354507661E0    3.739274138045E1    4.694009588811E1
   4.715000000000E-1    9.603028695610E0    3.732837645632E1    4.693140515193E1
   4.720000000000E-1    9.658816865570E0    3.726406213077E1    4.692287899634E1
   4.725000000000E-1    9.714698409559E0    3.719979866496E1    4.691449707452E1
   4.730000000000E-1    9.770652129863E0    3.713558631864E1    4.690623844850E1
   4.735000000000E-1    9.826656245370E0    3.707142534946E1    4.689808159483E1
   4.740000000000E-1    9.882688398636E0    3.700731601394E1    4.689000441258E1
   4.745000000000E-1    9.938725664971E0    3.694325856691E1    4.688198423188E1
   4.750000000000E-1    9.994744562175E0    3.687925326120E1    4.687399782337E1
   4.755000000000E-1    1.005072106213E1    3.681530034853E1    4.686602141066E1
   4.760000000000E-1    1.010663060459E1    3.675140007873E1    4.685803068332E1
   4.765000000000E-1    1.016244811106E1    3.668755270022E1    4.685000081128E1
   4.770000000000E-1    1.021814800128E1    3.662375845961E1    4.684190646089E1
   4.775000000000E-1    1.027370421146E1    3.656001760228E1    4.683372181373E1
   4.780000000000E-1    1.032909021362E1    3.649633037172E1    4.682542058534E1
   4.785000000000E-1    1.038427903619E1    3.643269701001E1    4.681697604620E1
   4.790000000000E-1    1.043924328738E1    3.636911775755E1    4.680836104493E1
   4.795000000000E-1    1.049395517947E1    3.630559285349E1    4.679954803297E1
   4.800000000000E-1    1.054838655475E1    3.624212253496E1    4.679050908971E1
   4.805000000000E-1    1.060250891310E1    3.617870703795E1    4.678121595105E1
   4.810000000000E-1    1.065629344162E1    3.611534659672E1    4.677164003834E1
   4.815000000000E-1    1.070971104552E1    3.605204144403E1    4.676175248955E1
   4.820000000000E-1    1.076273238015E1    3.598879181114E1    4.675152419129E1
   4.825000000000E-1    1.081532788569E1    3.592559792783E1    4.674092581352E1
   4.830000000000E-1    1.086746782190E1    3.586246002225E1    4.672992784415E1
   4.835000000000E-1    1.091912230586E1    3.579937832123E1    4.671850062710E1
   4.840000000000E-1    1.097026134981E1    3.573635304989E1    4.670661439970E1
   4.845000000000E-1    1.102085490051E1    3.567338443194E1    4.669423933245E1
   4.850000000000E-1    1.107087288086E1    3.561047268962E1    4.668134557047E1
   4.855000000000E-1    1.112028523123E1    3.554761804374E1    4.666790327497E1
   4.860000000000E-1    1.116906195284E1    3.548482071344E1    4.665388266628E1
   4.865000000000E-1    1.121717315142E1    3.542208091649E1    4.663925406791E1
   4.870000000000E-1    1.126458908262E1    3.535939886925E1    4.662398795188E1
   4.875000000000E-1    1.131128019716E1    3.529677478665E1    4.660805498381E1
   4.880000000000E-1    1.135721718723E1    3.523420888190E1    4.659142606913E1
   4.885000000000E-1    1.140237103317E1    3.517170136718E1    4.657407240035E1
   4.890000000000E-1    1.144671305058E1    3.510925245273E1    4.655596550331E1
   4.895000000000E-1    1.149021493747E1    3.504686234782E1    4.653707728529E1
   4.900000000000E-1    1.153284882192E1    3.498453125985E1    4.651738008178E1
   4.905000000000E-1    1.157458730918E1    3.492225939513E1    4.649684670432E1
   4.910000000000E-1    1.161540352905E1    3.486004695847E1    4.647545048752E1
   4.915000000000E-1    1.165527118228E1    3.479789415301E1    4.645316533529E1
   4.920000000000E-1    1.169416458706E1    3.473580118078E1    4.642996576784E1
   4.925000000000E-1    1.173205872499E1    3.467376824228E1    4.640582696727E1
   4.930000000000E-1    1.176892928480E1    3.461179553664E1    4.638072482144E1
   4.935000000000E-1    1.180475270748E1    3.454988326156E1    4.635463596904E1
   4.940000000000E-1    1.183950622779E1    3.448803161328E1    4.632753784108E1
   4.945000000000E-1    1.187316791649E1    3.442624078684E1    4.629940870333E1
   4.950000000000E-1    1.190571671980E1    3.436451097569E1    4.627022769549E1
   4.955000000000E-1    1.193713249802E1    3.430284237201E1    4.623997487003E1
   4.960000000000E-1    1.196739606213E1    3.424123516654E1    4.620863122867E1
   4.965000000000E-1    1.199648920893E1    3.417968954882E1    4.617617875775E1
   4.970000000000E-1    1.202439475345E1    3.411820570682E1    4.614260046026E1
   4.975000000000E-1    1.205109656002E1    3.405678382722E1    4.610788038724E1
   4.980000000000E-1    1.207657957085E1    3.399542409539E1    4.607200366624E1
   4.985000000000E-1    1.210082983228E1    3.393412669537E1    4.603495652765E1
   4.990000000000E-1    1.212383451859E1    3.387289180976E1    4.599672632835E1
   4.995000000000E-1    1.214558195349E1    3.381171961990E1    4.595730157339E1
   5.000000000000E-1    1.216606162896E1    3.375061030578E1    4.591667193474E1
   5.005000000000E-1    1.218526422121E1    3.368956404611E1    4.587482826732E1
   5.010000000000E-1    1.220318160453E1    3.362858101809E1    4.583176262262E1
   5.015000000000E-1    1.221980686171E1    3.356766139792E1    4.578746825963E1
   5.020000000000E-1    1.223513429260E1    3.350680536019E1    4.574193965279E1
   5.025000000000E-1    1.224915941884E1    3.344601307830E1    4.569517249713E1
   5.030000000000E-1    1.226187898650E1    3.338528472440E1    4.564716371090E1
   5.035000000000E-1    1.227329096604E1    3.332462046929E1    4.559791143534E1
   5.040000000000E-1    1.228339454895E1    3.326402048248E1    4.554741503143E1
   5.045000000000E-1    1.229219014215E1    3.320348493212E1    4.549567507427E1
   5.050000000000E-1    1.229967935932E1    3.314301398534E1    4.544269334465E1
   5.055000000000E-1    1.230586501005E1    3.308260780767E1    4.538847281772E1
   5.060000000000E-1    1.231075108591E1    3.302226656350E1    4.533301764941E1
   5.065000000000E-1    1.231434274435E1    3.296199041593E1    4.527633316028E1
   5.070000000000E-1    1.231664629007E1    3.290177952692E1    4.521842581700E1
   5.075000000000E-1    1.231766915397E1    3.284163405712E1    4.515930321109E1
   5.080000000000E-1    1.231741986990E1    3.278155416581E1    4.509897403571E1
   5.085000000000E-1    1.231590804938E1    3.272154001105E1    4.503744806043E1
   5.090000000000E-1    1.231314435420E1    3.266159174980E1    4.497473610400E1
   5.095000000000E-1    1.230914046699E1    3.260170953767E1    4.491085000466E1
   5.100000000000E-1    1.230390906028E1    3.254189352901E1    4.484580258928E1
   5.105000000000E-1    1.229746376365E1    3.248214387707E1    4.477960764072E1
   5.110000000000E-1    1.228981912952E1    3.242246073380E1    4.471227986333E1
   5.115000000000E-1    1.228099059749E1    3.236284424971E1    4.464383484720E1
   5.120000000000E-1    1.227099445735E1    3.230329457459E1    4.457428903194E1
   5.125000000000E-1    1.225984781120E1    3.224381185655E1    4.450365966775E1
   5.130000000000E-1    1.224756853434E1    3.218439624285E1    4.443196477719E1
   5.135000000000E-1    1.223417523554E1    3.212504787924E1    4.435922311477E1
   5.140000000000E-1    1.221968721648E1    3.206576691060E1    4.428545412709E1
   5.145000000000E-1    1.220412443074E1    3.200655348020E1    4.421067791094E1
   5.150000000000E-1    1.218750744231E1    3.194740773064E1    4.413491517296E1
   5.155000000000E-1    1.216985738384E1    3.188832980282E1    4.405818718667E1
   5.160000000000E-1    1.215119591477E1    3.182931983689E1    4.398051575166E1
   5.165000000000E-1    1.213154517938E1    3.177037797163E1    4.390192315101E1
   5.170000000000E-1    1.211092776501E1    3.171150434454E1    4.382243210955E1
   5.175000000000E-1    1.208936666041E1    3.165269909223E1    4.374206575263E1
   5.180000000000E-1    1.206688521453E1    3.159396234987E1    4.366084756440E1
   5.185000000000E-1    1.204350709569E1    3.153529425188E1    4.357880134757E1
   5.190000000000E-1    1.201925625120E1    3.147669493103E1    4.349595118223E1
   5.195000000000E-1    1.199415686791E1    3.141816451917E1    4.341232138707E1
   5.200000000000E-1    1.196823333304E1    3.135970314725E1    4.332793648029E1
   5.205000000000E-1    1.194151019627E1    3.130131094469E1    4.324282114096E1
   5.210000000000E-1    1.191401213243E1    3.124298804000E1    4.315700017243E1
   5.215000000000E-1    1.188576390521E1    3.118473456046E1    4.307049846567E1
   5.220000000000E-1    1.185679033188E1    3.112655063246E1    4.298334096435E1
   5.225000000000E-1    1.182711624935E1    3.106843638087E1    4.289555263021E1
   5.230000000000E-1    1.179676648075E1    3.101039192980E1    4.280715841055E1
   5.235000000000E-1    1.176576580393E1    3.095241740205E1    4.271818320597E1
   5.240000000000E-1    1.173413892053E1    3.089451291955E1    4.262865184008E1
   5.245000000000E-1    1.170191042669E1    3.083667860281E1    4.253858902951E1
   5.250000000000E-1    1.166910478494E1    3.077891457143E1    4.244801935637E1
   5.255000000000E-1    1.163574629723E1    3.072122094391E1    4.235696724114E1
   5.260000000000E-1    1.160185907948E1    3.066359783776E1    4.226545691723E1
   5.265000000000E-1    1.156746703720E1    3.060604536917E1    4.217351240637E1
   5.270000000000E-1    1.153259384284E1    3.054856365345E1    4.208115749628E1
   5.275000000000E-1    1.149726291388E1    3.049115280471E1    4.198841571860E1
   5.280000000000E-1    1.146149739274E1    3.043381293622E1    4.189531032896E1
   5.285000000000E-1    1.142532012779E1    3.037654415979E1    4.180186428758E1
   5.290000000000E-1    1.138875365548E1    3.031934658642E1    4.170810024189E1
   5.295000000000E-1    1.135182018430E1    3.026222032629E1    4.161404051059E1
   5.300000000000E-1    1.131454157908E1    3.020516548800E1    4.151970706707E1
   5.305000000000E-1    1.127693934764E1    3.014818217946E1    4.142512152711E1
   5.310000000000E-1    1.123903462777E1    3.009127050746E1    4.133030513524E1
   5.315000000000E-1    1.120084817566E1    3.003443057776E1    4.123527875342E1
   5.320000000000E-1    1.116240035564E1    2.997766249502E1    4.114006285066E1
   5.325000000000E-1    1.112371113095E1    2.992096636304E1    4.104467749399E1
   5.330000000000E-1    1.108480005526E1    2.986434228426E1    4.094914233952E1
   5.335000000000E-1    1.104568626605E1    2.980779036053E1    4.085347662658E1
   5.340000000000E-1    1.100638847789E1    2.975131069228E1    4.075769917017E1
   5.345000000000E-1    1.096692497789E1    2.969490337922E1    4.066182835711E1
   5.350000000000E-1    1.092731362095E1    2.963856851991E1    4.056588214085E1
   5.355000000000E-1    1.088757182676E1    2.958230621188E1    4.046987803864E1
   5.360000000000E-1    1.084771657720E1    2.952611655181E1    4.037383312900E1
   5.365000000000E-1    1.080776441490E1    2.946999963521E1    4.027776405010E1
   5.370000000000E-1    1.076773144198E1    2.941395555674E1    4.018168699872E1
   5.375000000000E-1    1.072763332042E1    2.935798440992E1    4.008561773034E1
   5.380000000000E-1    1.068748527202E1    2.930208628751E1    3.998957155953E1
   5.385000000000E-1    1.064730208040E1    2.924626128088E1    3.989356336128E1
   5.390000000000E-1    1.060709809208E1    2.919050948112E1    3.979760757320E1
   5.395000000000E-1    1.056688721936E1    2.913483097759E1    3.970171819695E1
   5.400000000000E-1    1.052668294323E1    2.907922585912E1    3.960590880236E1
   5.405000000000E-1    1.048649831687E1    2.902369421333E1    3.951019253020E1
   5.410000000000E-1    1.044634596928E1    2.896823612731E1    3.941458209659E1
   5.415000000000E-1    1.040623811032E1    2.891285168672E1    3.931908979704E1
   5.420000000000E-1    1.036618653498E1    2.885754097630E1    3.922372751128E1
   5.425000000000E-1    1.032620262876E1    2.880230408039E1    3.912850670915E1
   5.430000000000E-1    1.028629737328E1    2.874714108167E1    3.903343845495E1
   5.435000000000E-1    1.024648135175E1    2.869205206225E1    3.893853341400E1
   5.440000000000E-1    1.020676475557E1    2.863703710340E1    3.884380185897E1
   5.445000000000E-1    1.016715739052E1    2.858209628513E1    3.874925367565E1
   5.450000000000E-1    1.012766868305E1    2.852722968683E1    3.865489836989E1
   5.455000000000E-1    1.008830768765E1    2.847243738675E1    3.856074507440E1
   5.460000000000E-1    1.004908309350E1    2.841771946238E1    3.846680255588E1
   5.465000000000E-1    1.001000323134E1    2.836307599012E1    3.837307922146E1
